SUPPLIER_ID,SKU_ID,SUPPLIER_SKU,PURCHASE_COST,MOQ_UNITS,LEAD_TIME_DAYS,ORDER_MULTIPLE,PRIMARY_FLAG,ACTIVE_FLAG
sup-135,TOY-GEN-00554,VND-sup-135-TOY-GEN-,14.53,200,64,10,0,1
sup-027,TOY-GEN-00555,VND-sup-027-TOY-GEN-,48.54,200,45,10,1,1
sup-106,TOY-GEN-00555,VND-sup-106-TOY-GEN-,57.28,200,78,10,0,1
sup-024,TOY-GEN-00556,VND-sup-024-TOY-GEN-,26.9,100,45,10,1,1
sup-037,TOY-GEN-00556,VND-sup-037-TOY-GEN-,28.25,50,58,10,0,1
sup-142,TOY-GEN-00557,VND-sup-142-TOY-GEN-,31.05,25,45,10,1,1
sup-094,TOY-GEN-00557,VND-sup-094-TOY-GEN-,35.71,100,54,10,0,1
sup-188,TOY-GEN-00558,VND-sup-188-TOY-GEN-,14.61,200,45,10,1,1
sup-013,TOY-GEN-00558,VND-sup-013-TOY-GEN-,17.82,200,58,10,0,1
sup-039,TOY-GEN-00559,VND-sup-039-TOY-GEN-,47.84,100,45,10,1,1
sup-125,TOY-GEN-00559,VND-sup-125-TOY-GEN-,57.89,100,85,10,0,1
sup-185,TOY-GEN-00560,VND-sup-185-TOY-GEN-,20.75,50,45,10,1,1
sup-089,TOY-GEN-00560,VND-sup-089-TOY-GEN-,23.24,100,61,10,0,1
sup-071,TOY-GEN-00561,VND-sup-071-TOY-GEN-,49.68,25,45,10,1,1
sup-090,TOY-GEN-00561,VND-sup-090-TOY-GEN-,52.66,25,64,10,0,1
sup-106,TOY-GEN-00562,VND-sup-106-TOY-GEN-,18.98,100,45,10,1,1
sup-185,TOY-GEN-00562,VND-sup-185-TOY-GEN-,22.4,25,87,10,0,1
sup-099,TOY-GEN-00563,VND-sup-099-TOY-GEN-,48.74,50,45,10,1,1
sup-057,TOY-GEN-00563,VND-sup-057-TOY-GEN-,55.08,100,73,10,0,1
sup-130,TOY-GEN-00564,VND-sup-130-TOY-GEN-,27.69,25,45,10,1,1
sup-172,TOY-GEN-00564,VND-sup-172-TOY-GEN-,32.4,200,69,10,0,1
sup-024,TOY-GEN-00565,VND-sup-024-TOY-GEN-,27.38,50,45,10,1,1
sup-027,TOY-GEN-00565,VND-sup-027-TOY-GEN-,32.86,100,58,10,0,1
sup-164,TOY-GEN-00566,VND-sup-164-TOY-GEN-,14.18,100,45,10,1,1
sup-143,TOY-GEN-00566,VND-sup-143-TOY-GEN-,16.45,100,81,10,0,1
sup-106,TOY-GEN-00567,VND-sup-106-TOY-GEN-,34.32,200,45,10,1,1
sup-153,TOY-GEN-00567,VND-sup-153-TOY-GEN-,37.07,25,86,10,0,1
sup-185,TOY-GEN-00568,VND-sup-185-TOY-GEN-,25.67,100,45,10,1,1
sup-089,TOY-GEN-00568,VND-sup-089-TOY-GEN-,27.21,25,76,10,0,1
sup-173,TOY-GEN-00569,VND-sup-173-TOY-GEN-,38.89,50,45,10,1,1
sup-024,TOY-GEN-00569,VND-sup-024-TOY-GEN-,43.56,200,66,10,0,1
sup-099,TOY-GEN-00570,VND-sup-099-TOY-GEN-,23.64,200,45,10,1,1
sup-035,TOY-GEN-00570,VND-sup-035-TOY-GEN-,29.31,50,67,10,0,1
sup-027,TOY-GEN-00571,VND-sup-027-TOY-GEN-,19.32,50,45,10,1,1
sup-143,TOY-GEN-00571,VND-sup-143-TOY-GEN-,22.02,100,87,10,0,1
sup-142,TOY-GEN-00572,VND-sup-142-TOY-GEN-,38.81,50,45,10,1,1
sup-182,TOY-GEN-00572,VND-sup-182-TOY-GEN-,40.75,200,62,10,0,1
sup-122,TOY-GEN-00573,VND-sup-122-TOY-GEN-,21.96,25,45,10,1,1
sup-130,TOY-GEN-00573,VND-sup-130-TOY-GEN-,27.23,25,86,10,0,1
sup-048,TOY-GEN-00574,VND-sup-048-TOY-GEN-,34.52,25,45,10,1,1
sup-090,TOY-GEN-00574,VND-sup-090-TOY-GEN-,42.11,25,65,10,0,1
sup-094,TOY-GEN-00575,VND-sup-094-TOY-GEN-,32.16,25,45,10,1,1
sup-054,TOY-GEN-00575,VND-sup-054-TOY-GEN-,34.73,25,61,10,0,1
sup-143,TOY-GEN-00576,VND-sup-143-TOY-GEN-,25.58,200,45,10,1,1
sup-094,TOY-GEN-00576,VND-sup-094-TOY-GEN-,31.72,50,73,10,0,1
sup-090,TOY-GEN-00577,VND-sup-090-TOY-GEN-,43.94,200,45,10,1,1
sup-025,TOY-GEN-00577,VND-sup-025-TOY-GEN-,47.02,100,61,10,0,1
sup-182,TOY-GEN-00578,VND-sup-182-TOY-GEN-,48.97,25,45,10,1,1
sup-057,TOY-GEN-00578,VND-sup-057-TOY-GEN-,54.36,50,80,10,0,1
sup-185,TOY-GEN-00579,VND-sup-185-TOY-GEN-,10.72,50,45,10,1,1
sup-094,TOY-GEN-00579,VND-sup-094-TOY-GEN-,11.68,25,86,10,0,1
sup-013,TOY-GEN-00580,VND-sup-013-TOY-GEN-,44.25,50,45,10,1,1
sup-024,TOY-GEN-00580,VND-sup-024-TOY-GEN-,52.66,25,75,10,0,1
sup-090,TOY-GEN-00581,VND-sup-090-TOY-GEN-,43.86,100,45,10,1,1
sup-094,TOY-GEN-00581,VND-sup-094-TOY-GEN-,46.93,25,65,10,0,1
sup-127,TOY-GEN-00582,VND-sup-127-TOY-GEN-,22.39,100,45,10,1,1
sup-142,TOY-GEN-00582,VND-sup-142-TOY-GEN-,24.63,50,54,10,0,1
sup-094,TOY-GEN-00583,VND-sup-094-TOY-GEN-,26.29,200,45,10,1,1
sup-024,TOY-GEN-00583,VND-sup-024-TOY-GEN-,27.6,50,60,10,0,1
sup-063,TOY-GEN-00584,VND-sup-063-TOY-GEN-,46.66,200,45,10,1,1
sup-185,TOY-GEN-00584,VND-sup-185-TOY-GEN-,52.26,25,86,10,0,1
sup-057,TOY-GEN-00585,VND-sup-057-TOY-GEN-,34.7,50,45,10,1,1
sup-088,TOY-GEN-00585,VND-sup-088-TOY-GEN-,39.21,50,59,10,0,1
sup-035,TOY-GEN-00586,VND-sup-035-TOY-GEN-,47.01,100,45,10,1,1
sup-088,TOY-GEN-00586,VND-sup-088-TOY-GEN-,52.18,25,84,10,0,1
sup-135,TOY-GEN-00587,VND-sup-135-TOY-GEN-,26.57,200,45,10,1,1
sup-172,TOY-GEN-00587,VND-sup-172-TOY-GEN-,32.15,25,63,10,0,1
sup-066,TOY-GEN-00588,VND-sup-066-TOY-GEN-,13.41,100,45,10,1,1
sup-039,TOY-GEN-00588,VND-sup-039-TOY-GEN-,15.96,100,72,10,0,1
sup-013,TOY-GEN-00589,VND-sup-013-TOY-GEN-,39.22,100,45,10,1,1
sup-024,TOY-GEN-00589,VND-sup-024-TOY-GEN-,45.89,25,64,10,0,1
sup-143,TOY-GEN-00590,VND-sup-143-TOY-GEN-,29.76,100,45,10,1,1
sup-063,TOY-GEN-00590,VND-sup-063-TOY-GEN-,34.52,25,55,10,0,1
sup-025,TOY-GEN-00591,VND-sup-025-TOY-GEN-,35.5,100,45,10,1,1
sup-027,TOY-GEN-00591,VND-sup-027-TOY-GEN-,42.6,50,84,10,0,1
sup-039,TOY-GEN-00592,VND-sup-039-TOY-GEN-,28.16,200,45,10,1,1
sup-130,TOY-GEN-00592,VND-sup-130-TOY-GEN-,33.23,25,75,10,0,1
sup-027,TOY-GEN-00593,VND-sup-027-TOY-GEN-,21.51,200,45,10,1,1
sup-054,TOY-GEN-00593,VND-sup-054-TOY-GEN-,22.59,25,66,10,0,1
sup-162,TOY-GEN-00594,VND-sup-162-TOY-GEN-,46.04,25,45,10,1,1
sup-130,TOY-GEN-00594,VND-sup-130-TOY-GEN-,48.8,50,71,10,0,1
sup-162,TOY-GEN-00595,VND-sup-162-TOY-GEN-,22.47,50,45,10,1,1
sup-017,TOY-GEN-00595,VND-sup-017-TOY-GEN-,26.96,25,75,10,0,1
sup-172,TOY-GEN-00596,VND-sup-172-TOY-GEN-,25.68,100,45,10,1,1
sup-013,TOY-GEN-00596,VND-sup-013-TOY-GEN-,29.28,25,78,10,0,1
sup-017,TOY-GEN-00597,VND-sup-017-TOY-GEN-,30.78,25,45,10,1,1
sup-188,TOY-GEN-00597,VND-sup-188-TOY-GEN-,33.86,50,63,10,0,1
sup-143,TOY-GEN-00598,VND-sup-143-TOY-GEN-,28.1,50,45,10,1,1
sup-024,TOY-GEN-00598,VND-sup-024-TOY-GEN-,34.0,200,57,10,0,1
sup-142,TOY-GEN-00599,VND-sup-142-TOY-GEN-,16.1,200,45,10,1,1
sup-017,TOY-GEN-00599,VND-sup-017-TOY-GEN-,19.8,100,76,10,0,1
sup-119,TOY-GEN-00600,VND-sup-119-TOY-GEN-,15.03,200,45,10,1,1
sup-039,TOY-GEN-00600,VND-sup-039-TOY-GEN-,18.04,200,58,10,0,1
sup-185,TOY-GEN-00601,VND-sup-185-TOY-GEN-,24.35,200,45,10,1,1
sup-113,TOY-GEN-00601,VND-sup-113-TOY-GEN-,28.98,100,62,10,0,1
sup-071,TOY-GEN-00602,VND-sup-071-TOY-GEN-,17.84,25,45,10,1,1
sup-130,TOY-GEN-00602,VND-sup-130-TOY-GEN-,21.76,25,56,10,0,1
sup-185,TOY-GEN-00603,VND-sup-185-TOY-GEN-,31.63,100,45,10,1,1
sup-100,TOY-GEN-00603,VND-sup-100-TOY-GEN-,34.48,25,72,10,0,1
sup-110,TOY-GEN-00604,VND-sup-110-TOY-GEN-,31.62,200,45,10,1,1
sup-142,TOY-GEN-00604,VND-sup-142-TOY-GEN-,33.83,200,58,10,0,1
sup-013,TOY-GEN-00605,VND-sup-013-TOY-GEN-,19.68,200,45,10,1,1
sup-143,TOY-GEN-00605,VND-sup-143-TOY-GEN-,24.01,200,78,10,0,1
sup-090,TOY-GEN-00606,VND-sup-090-TOY-GEN-,16.96,25,45,10,1,1
sup-035,TOY-GEN-00606,VND-sup-035-TOY-GEN-,19.67,100,70,10,0,1
sup-024,TOY-GEN-00607,VND-sup-024-TOY-GEN-,11.1,100,45,10,1,1
sup-143,TOY-GEN-00607,VND-sup-143-TOY-GEN-,13.1,100,67,10,0,1
sup-188,TOY-GEN-00608,VND-sup-188-TOY-GEN-,19.78,50,45,10,1,1
sup-100,TOY-GEN-00608,VND-sup-100-TOY-GEN-,24.73,100,81,10,0,1
sup-125,TOY-GEN-00609,VND-sup-125-TOY-GEN-,32.18,50,45,10,1,1
sup-017,TOY-GEN-00609,VND-sup-017-TOY-GEN-,36.69,100,88,10,0,1
sup-037,TOY-GEN-00610,VND-sup-037-TOY-GEN-,39.2,200,45,10,1,1
sup-164,TOY-GEN-00610,VND-sup-164-TOY-GEN-,42.73,100,66,10,0,1
sup-142,TOY-GEN-00611,VND-sup-142-TOY-GEN-,24.21,50,45,10,1,1
sup-063,TOY-GEN-00611,VND-sup-063-TOY-GEN-,29.54,200,78,10,0,1
sup-122,TOY-GEN-00612,VND-sup-122-TOY-GEN-,32.42,50,45,10,1,1
sup-071,TOY-GEN-00612,VND-sup-071-TOY-GEN-,38.9,25,77,10,0,1
sup-122,TOY-GEN-00613,VND-sup-122-TOY-GEN-,34.18,25,45,10,1,1
sup-143,TOY-GEN-00613,VND-sup-143-TOY-GEN-,37.26,25,65,10,0,1
sup-106,TOY-GEN-00614,VND-sup-106-TOY-GEN-,29.7,200,45,10,1,1
sup-054,TOY-GEN-00614,VND-sup-054-TOY-GEN-,32.37,200,57,10,0,1
sup-110,TOY-GEN-00615,VND-sup-110-TOY-GEN-,38.09,50,45,10,1,1
sup-153,TOY-GEN-00615,VND-sup-153-TOY-GEN-,41.9,200,70,10,0,1
sup-088,TOY-GEN-00616,VND-sup-088-TOY-GEN-,19.4,100,45,10,1,1
sup-162,TOY-GEN-00616,VND-sup-162-TOY-GEN-,21.73,50,76,10,0,1
sup-122,TOY-GEN-00617,VND-sup-122-TOY-GEN-,27.31,100,45,10,1,1
sup-125,TOY-GEN-00617,VND-sup-125-TOY-GEN-,31.41,200,56,10,0,1
sup-135,TOY-GEN-00618,VND-sup-135-TOY-GEN-,29.22,100,45,10,1,1
sup-173,TOY-GEN-00618,VND-sup-173-TOY-GEN-,30.68,200,83,10,0,1
sup-024,TOY-GEN-00619,VND-sup-024-TOY-GEN-,44.88,200,45,10,1,1
sup-013,TOY-GEN-00619,VND-sup-013-TOY-GEN-,55.65,100,79,10,0,1
sup-122,TOY-GEN-00620,VND-sup-122-TOY-GEN-,10.22,25,45,10,1,1
sup-188,TOY-GEN-00620,VND-sup-188-TOY-GEN-,11.55,200,67,10,0,1
sup-100,TOY-GEN-00621,VND-sup-100-TOY-GEN-,34.95,50,45,10,1,1
sup-162,TOY-GEN-00621,VND-sup-162-TOY-GEN-,41.24,50,64,10,0,1
sup-143,TOY-GEN-00622,VND-sup-143-TOY-GEN-,28.81,25,45,10,1,1
sup-035,TOY-GEN-00622,VND-sup-035-TOY-GEN-,31.11,100,54,10,0,1
sup-013,TOY-GEN-00623,VND-sup-013-TOY-GEN-,11.06,25,45,10,1,1
sup-185,TOY-GEN-00623,VND-sup-185-TOY-GEN-,13.49,100,72,10,0,1
sup-013,TOY-GEN-00624,VND-sup-013-TOY-GEN-,20.94,25,45,10,1,1
sup-088,TOY-GEN-00624,VND-sup-088-TOY-GEN-,25.76,200,88,10,0,1
sup-024,TOY-GEN-00625,VND-sup-024-TOY-GEN-,40.73,50,45,10,1,1
sup-173,TOY-GEN-00625,VND-sup-173-TOY-GEN-,45.62,25,55,10,0,1
sup-110,TOY-GEN-00626,VND-sup-110-TOY-GEN-,27.83,50,45,10,1,1
sup-035,TOY-GEN-00626,VND-sup-035-TOY-GEN-,30.06,100,58,10,0,1
sup-164,TOY-GEN-00627,VND-sup-164-TOY-GEN-,43.35,25,45,10,1,1
sup-106,TOY-GEN-00627,VND-sup-106-TOY-GEN-,45.52,25,55,10,0,1
sup-122,TOY-GEN-00628,VND-sup-122-TOY-GEN-,23.19,25,45,10,1,1
sup-099,TOY-GEN-00628,VND-sup-099-TOY-GEN-,26.67,25,70,10,0,1
sup-127,TOY-GEN-00629,VND-sup-127-TOY-GEN-,38.27,50,45,10,1,1
sup-135,TOY-GEN-00629,VND-sup-135-TOY-GEN-,46.31,200,73,10,0,1
sup-164,TOY-GEN-00630,VND-sup-164-TOY-GEN-,45.38,50,45,10,1,1
sup-035,TOY-GEN-00630,VND-sup-035-TOY-GEN-,50.83,200,85,10,0,1
sup-119,TOY-GEN-00631,VND-sup-119-TOY-GEN-,22.94,25,45,10,1,1
sup-185,TOY-GEN-00631,VND-sup-185-TOY-GEN-,28.45,200,63,10,0,1
sup-173,TOY-GEN-00632,VND-sup-173-TOY-GEN-,33.09,50,45,10,1,1
sup-188,TOY-GEN-00632,VND-sup-188-TOY-GEN-,35.41,25,87,10,0,1
sup-122,TOY-GEN-00633,VND-sup-122-TOY-GEN-,27.32,50,45,10,1,1
sup-054,TOY-GEN-00633,VND-sup-054-TOY-GEN-,33.33,50,83,10,0,1
sup-054,TOY-GEN-00634,VND-sup-054-TOY-GEN-,37.25,50,45,10,1,1
sup-173,TOY-GEN-00634,VND-sup-173-TOY-GEN-,41.72,200,88,10,0,1
sup-182,TOY-GEN-00635,VND-sup-182-TOY-GEN-,12.51,25,45,10,1,1
sup-100,TOY-GEN-00635,VND-sup-100-TOY-GEN-,13.39,25,80,10,0,1
sup-135,TOY-GEN-00636,VND-sup-135-TOY-GEN-,12.93,50,45,10,1,1
sup-090,TOY-GEN-00636,VND-sup-090-TOY-GEN-,15.39,100,79,10,0,1
sup-039,TOY-GEN-00637,VND-sup-039-TOY-GEN-,15.45,50,45,10,1,1
sup-089,TOY-GEN-00637,VND-sup-089-TOY-GEN-,18.08,200,69,10,0,1
sup-063,TOY-GEN-00638,VND-sup-063-TOY-GEN-,47.41,200,45,10,1,1
sup-088,TOY-GEN-00638,VND-sup-088-TOY-GEN-,57.84,25,71,10,0,1
sup-090,TOY-GEN-00639,VND-sup-090-TOY-GEN-,43.81,100,45,10,1,1
sup-162,TOY-GEN-00639,VND-sup-162-TOY-GEN-,47.31,200,89,10,0,1
sup-125,TOY-GEN-00640,VND-sup-125-TOY-GEN-,35.41,25,45,10,1,1
sup-099,TOY-GEN-00640,VND-sup-099-TOY-GEN-,43.55,100,66,10,0,1
sup-182,TOY-GEN-00641,VND-sup-182-TOY-GEN-,33.94,100,45,10,1,1
sup-094,TOY-GEN-00641,VND-sup-094-TOY-GEN-,39.37,25,88,10,0,1
sup-164,TOY-GEN-00642,VND-sup-164-TOY-GEN-,42.45,200,45,10,1,1
sup-013,TOY-GEN-00642,VND-sup-013-TOY-GEN-,49.24,50,80,10,0,1
sup-113,TOY-GEN-00643,VND-sup-113-TOY-GEN-,26.1,200,45,10,1,1
sup-135,TOY-GEN-00643,VND-sup-135-TOY-GEN-,29.23,200,67,10,0,1
sup-172,TOY-GEN-00644,VND-sup-172-TOY-GEN-,11.57,200,45,10,1,1
sup-035,TOY-GEN-00644,VND-sup-035-TOY-GEN-,13.31,25,76,10,0,1
sup-142,TOY-GEN-00645,VND-sup-142-TOY-GEN-,20.84,25,45,10,1,1
sup-054,TOY-GEN-00645,VND-sup-054-TOY-GEN-,22.51,50,79,10,0,1
sup-188,TOY-GEN-00646,VND-sup-188-TOY-GEN-,10.45,200,45,10,1,1
sup-130,TOY-GEN-00646,VND-sup-130-TOY-GEN-,12.75,200,54,10,0,1
sup-054,TOY-GEN-00647,VND-sup-054-TOY-GEN-,30.7,50,45,10,1,1
sup-024,TOY-GEN-00647,VND-sup-024-TOY-GEN-,35.0,100,54,10,0,1
sup-185,TOY-GEN-00648,VND-sup-185-TOY-GEN-,31.42,100,45,10,1,1
sup-027,TOY-GEN-00648,VND-sup-027-TOY-GEN-,37.7,50,83,10,0,1
sup-057,TOY-GEN-00649,VND-sup-057-TOY-GEN-,14.74,200,45,10,1,1
sup-027,TOY-GEN-00649,VND-sup-027-TOY-GEN-,18.13,25,84,10,0,1
sup-110,TOY-GEN-00650,VND-sup-110-TOY-GEN-,33.92,200,45,10,1,1
sup-089,TOY-GEN-00650,VND-sup-089-TOY-GEN-,40.36,50,81,10,0,1
sup-173,TOY-GEN-00651,VND-sup-173-TOY-GEN-,13.51,50,45,10,1,1
sup-024,TOY-GEN-00651,VND-sup-024-TOY-GEN-,14.46,50,59,10,0,1
sup-025,TOY-GEN-00652,VND-sup-025-TOY-GEN-,36.4,25,45,10,1,1
sup-089,TOY-GEN-00652,VND-sup-089-TOY-GEN-,43.32,200,73,10,0,1
sup-127,TOY-GEN-00653,VND-sup-127-TOY-GEN-,13.53,25,45,10,1,1
sup-090,TOY-GEN-00653,VND-sup-090-TOY-GEN-,15.15,100,63,10,0,1
sup-122,TOY-GEN-00654,VND-sup-122-TOY-GEN-,43.87,200,45,10,1,1
sup-090,TOY-GEN-00654,VND-sup-090-TOY-GEN-,51.77,50,74,10,0,1
sup-071,TOY-GEN-00655,VND-sup-071-TOY-GEN-,14.54,200,45,10,1,1
sup-172,TOY-GEN-00655,VND-sup-172-TOY-GEN-,18.03,50,55,10,0,1
sup-017,TOY-GEN-00656,VND-sup-017-TOY-GEN-,30.02,25,45,10,1,1
sup-100,TOY-GEN-00656,VND-sup-100-TOY-GEN-,34.22,200,55,10,0,1
sup-164,TOY-GEN-00657,VND-sup-164-TOY-GEN-,47.87,50,45,10,1,1
sup-125,TOY-GEN-00657,VND-sup-125-TOY-GEN-,50.74,25,80,10,0,1
sup-127,TOY-GEN-00658,VND-sup-127-TOY-GEN-,24.89,200,45,10,1,1
sup-162,TOY-GEN-00658,VND-sup-162-TOY-GEN-,27.13,200,62,10,0,1
sup-071,TOY-GEN-00659,VND-sup-071-TOY-GEN-,15.41,100,45,10,1,1
sup-173,TOY-GEN-00659,VND-sup-173-TOY-GEN-,19.11,200,81,10,0,1
sup-027,TOY-GEN-00660,VND-sup-027-TOY-GEN-,32.31,100,45,10,1,1
sup-182,TOY-GEN-00660,VND-sup-182-TOY-GEN-,36.51,200,56,10,0,1
sup-172,TOY-GEN-00661,VND-sup-172-TOY-GEN-,47.85,100,45,10,1,1
sup-164,TOY-GEN-00661,VND-sup-164-TOY-GEN-,55.51,25,78,10,0,1
sup-099,TOY-GEN-00662,VND-sup-099-TOY-GEN-,33.42,200,45,10,1,1
sup-106,TOY-GEN-00662,VND-sup-106-TOY-GEN-,37.1,25,74,10,0,1
sup-064,TOY-GEN-00663,VND-sup-064-TOY-GEN-,40.29,200,45,10,1,1
sup-153,TOY-GEN-00663,VND-sup-153-TOY-GEN-,43.51,200,65,10,0,1
sup-122,TOY-GEN-00664,VND-sup-122-TOY-GEN-,25.96,200,45,10,1,1
sup-162,TOY-GEN-00664,VND-sup-162-TOY-GEN-,30.11,200,76,10,0,1
sup-173,TOY-GEN-00665,VND-sup-173-TOY-GEN-,47.14,200,45,10,1,1
sup-119,TOY-GEN-00665,VND-sup-119-TOY-GEN-,57.04,200,71,10,0,1
sup-017,TOY-GEN-00666,VND-sup-017-TOY-GEN-,24.15,50,45,10,1,1
sup-162,TOY-GEN-00666,VND-sup-162-TOY-GEN-,29.7,200,86,10,0,1
sup-027,TOY-GEN-00667,VND-sup-027-TOY-GEN-,48.94,100,45,10,1,1
sup-066,TOY-GEN-00667,VND-sup-066-TOY-GEN-,52.86,200,59,10,0,1
sup-164,TOY-GEN-00668,VND-sup-164-TOY-GEN-,19.21,25,45,10,1,1
sup-153,TOY-GEN-00668,VND-sup-153-TOY-GEN-,21.71,100,88,10,0,1
sup-143,TOY-GEN-00669,VND-sup-143-TOY-GEN-,48.65,100,45,10,1,1
sup-089,TOY-GEN-00669,VND-sup-089-TOY-GEN-,53.52,100,66,10,0,1
sup-066,TOY-GEN-00670,VND-sup-066-TOY-GEN-,32.51,50,45,10,1,1
sup-017,TOY-GEN-00670,VND-sup-017-TOY-GEN-,34.79,200,67,10,0,1
sup-182,TOY-GEN-00671,VND-sup-182-TOY-GEN-,15.11,25,45,10,1,1
sup-039,TOY-GEN-00671,VND-sup-039-TOY-GEN-,18.59,25,58,10,0,1
sup-094,TOY-GEN-00672,VND-sup-094-TOY-GEN-,18.77,25,45,10,1,1
sup-127,TOY-GEN-00672,VND-sup-127-TOY-GEN-,20.83,50,83,10,0,1
sup-064,TOY-GEN-00673,VND-sup-064-TOY-GEN-,19.53,50,45,10,1,1
sup-089,TOY-GEN-00673,VND-sup-089-TOY-GEN-,21.68,50,87,10,0,1
sup-127,TOY-GEN-00674,VND-sup-127-TOY-GEN-,40.4,200,45,10,1,1
sup-164,TOY-GEN-00674,VND-sup-164-TOY-GEN-,46.46,50,65,10,0,1
sup-162,TOY-GEN-00675,VND-sup-162-TOY-GEN-,17.14,25,45,10,1,1
sup-127,TOY-GEN-00675,VND-sup-127-TOY-GEN-,18.68,50,83,10,0,1
sup-089,TOY-GEN-00676,VND-sup-089-TOY-GEN-,37.14,25,45,10,1,1
sup-035,TOY-GEN-00676,VND-sup-035-TOY-GEN-,40.48,100,61,10,0,1
sup-027,TOY-GEN-00677,VND-sup-027-TOY-GEN-,47.85,25,45,10,1,1
sup-039,TOY-GEN-00677,VND-sup-039-TOY-GEN-,51.68,100,73,10,0,1
sup-063,TOY-GEN-00678,VND-sup-063-TOY-GEN-,26.62,200,45,10,1,1
sup-088,TOY-GEN-00678,VND-sup-088-TOY-GEN-,32.21,50,74,10,0,1
sup-048,TOY-GEN-00679,VND-sup-048-TOY-GEN-,31.99,200,45,10,1,1
sup-119,TOY-GEN-00679,VND-sup-119-TOY-GEN-,38.07,200,81,10,0,1
sup-185,TOY-GEN-00680,VND-sup-185-TOY-GEN-,33.86,200,45,10,1,1
sup-142,TOY-GEN-00680,VND-sup-142-TOY-GEN-,40.63,100,54,10,0,1
sup-025,TOY-GEN-00681,VND-sup-025-TOY-GEN-,35.39,50,45,10,1,1
sup-100,TOY-GEN-00681,VND-sup-100-TOY-GEN-,39.28,200,54,10,0,1
sup-037,TOY-GEN-00682,VND-sup-037-TOY-GEN-,39.15,200,45,10,1,1
sup-135,TOY-GEN-00682,VND-sup-135-TOY-GEN-,44.24,25,56,10,0,1
sup-153,TOY-GEN-00683,VND-sup-153-TOY-GEN-,27.4,25,45,10,1,1
sup-064,TOY-GEN-00683,VND-sup-064-TOY-GEN-,29.87,50,66,10,0,1
sup-100,TOY-GEN-00684,VND-sup-100-TOY-GEN-,29.19,25,45,10,1,1
sup-142,TOY-GEN-00684,VND-sup-142-TOY-GEN-,36.49,100,71,10,0,1
sup-054,TOY-GEN-00685,VND-sup-054-TOY-GEN-,45.4,100,45,10,1,1
sup-113,TOY-GEN-00685,VND-sup-113-TOY-GEN-,48.58,100,89,10,0,1
sup-127,TOY-GEN-00686,VND-sup-127-TOY-GEN-,25.13,200,45,10,1,1
sup-037,TOY-GEN-00686,VND-sup-037-TOY-GEN-,28.4,50,81,10,0,1
sup-164,TOY-GEN-00687,VND-sup-164-TOY-GEN-,43.3,100,45,10,1,1
sup-142,TOY-GEN-00687,VND-sup-142-TOY-GEN-,50.23,100,72,10,0,1
sup-142,TOY-GEN-00688,VND-sup-142-TOY-GEN-,25.41,100,45,10,1,1
sup-100,TOY-GEN-00688,VND-sup-100-TOY-GEN-,30.49,100,62,10,0,1
sup-106,TOY-GEN-00689,VND-sup-106-TOY-GEN-,30.24,100,45,10,1,1
sup-110,TOY-GEN-00689,VND-sup-110-TOY-GEN-,36.29,100,54,10,0,1
sup-110,TOY-GEN-00690,VND-sup-110-TOY-GEN-,18.95,50,45,10,1,1
sup-063,TOY-GEN-00690,VND-sup-063-TOY-GEN-,23.12,100,87,10,0,1
sup-127,TOY-GEN-00691,VND-sup-127-TOY-GEN-,11.36,50,45,10,1,1
sup-100,TOY-GEN-00691,VND-sup-100-TOY-GEN-,12.38,50,66,10,0,1
sup-024,TOY-GEN-00692,VND-sup-024-TOY-GEN-,31.04,50,45,10,1,1
sup-130,TOY-GEN-00692,VND-sup-130-TOY-GEN-,33.21,100,67,10,0,1
sup-122,TOY-GEN-00693,VND-sup-122-TOY-GEN-,28.98,100,45,10,1,1
sup-027,TOY-GEN-00693,VND-sup-027-TOY-GEN-,31.59,50,78,10,0,1
sup-071,TOY-GEN-00694,VND-sup-071-TOY-GEN-,13.25,50,45,10,1,1
sup-066,TOY-GEN-00694,VND-sup-066-TOY-GEN-,16.3,100,63,10,0,1
sup-064,TOY-GEN-00695,VND-sup-064-TOY-GEN-,40.34,25,45,10,1,1
sup-057,TOY-GEN-00695,VND-sup-057-TOY-GEN-,44.37,25,71,10,0,1
sup-188,TOY-GEN-00696,VND-sup-188-TOY-GEN-,37.95,25,45,10,1,1
sup-122,TOY-GEN-00696,VND-sup-122-TOY-GEN-,41.37,100,88,10,0,1
sup-110,TOY-GEN-00697,VND-sup-110-TOY-GEN-,39.29,50,45,10,1,1
sup-063,TOY-GEN-00697,VND-sup-063-TOY-GEN-,44.79,25,74,10,0,1
sup-110,TOY-GEN-00698,VND-sup-110-TOY-GEN-,34.2,200,45,10,1,1
sup-057,TOY-GEN-00698,VND-sup-057-TOY-GEN-,38.3,200,70,10,0,1
sup-100,TOY-GEN-00699,VND-sup-100-TOY-GEN-,35.95,50,45,10,1,1
sup-057,TOY-GEN-00699,VND-sup-057-TOY-GEN-,41.34,200,60,10,0,1
sup-143,TOY-GEN-00700,VND-sup-143-TOY-GEN-,37.29,100,45,10,1,1
sup-048,TOY-GEN-00700,VND-sup-048-TOY-GEN-,43.63,200,82,10,0,1
sup-110,TOY-GEN-00701,VND-sup-110-TOY-GEN-,27.92,50,45,10,1,1
sup-035,TOY-GEN-00701,VND-sup-035-TOY-GEN-,29.32,25,56,10,0,1
