SKU,Location_ID,Quantity_On_Hand,Reorder_Point,Target_Safety_Stock,Shrinkage_Rate,As_Of_Date
JEW-GEN-00601,wh-001,115,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00601,str-001,21,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00602,wh-001,75,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00602,str-001,4,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00603,wh-001,126,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00603,str-001,34,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00604,wh-001,122,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00604,str-001,33,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00605,wh-001,463,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00605,str-001,48,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00606,wh-001,286,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00606,str-001,33,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00607,wh-001,406,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00607,str-001,2,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00608,wh-001,332,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00608,str-001,17,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00609,wh-001,150,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00609,str-001,12,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00610,wh-001,432,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00610,str-001,43,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00611,wh-001,83,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00611,str-001,1,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00612,wh-001,212,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00612,str-001,39,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00613,wh-001,421,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00613,str-001,12,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00614,wh-001,3,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00614,str-001,49,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00615,wh-001,47,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00615,str-001,18,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00616,wh-001,84,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00616,str-001,40,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00617,wh-001,238,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00617,str-001,17,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00618,wh-001,312,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00618,str-001,39,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00619,wh-001,77,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00619,str-001,11,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00620,wh-001,34,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00620,str-001,24,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00621,wh-001,357,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00621,str-001,33,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00622,wh-001,430,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00622,str-001,11,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00623,wh-001,80,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00623,str-001,25,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00624,wh-001,284,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00624,str-001,7,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00625,wh-001,186,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00625,str-001,50,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00626,wh-001,415,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00626,str-001,10,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00627,wh-001,464,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00627,str-001,24,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00628,wh-001,20,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00628,str-001,21,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00629,wh-001,490,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00629,str-001,6,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00630,wh-001,486,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00630,str-001,14,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00631,wh-001,430,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00631,str-001,18,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00632,wh-001,297,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00632,str-001,3,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00633,wh-001,353,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00633,str-001,6,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00634,wh-001,27,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00634,str-001,11,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00635,wh-001,352,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00635,str-001,39,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00636,wh-001,482,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00636,str-001,8,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00637,wh-001,499,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00637,str-001,49,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00638,wh-001,473,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00638,str-001,25,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00639,wh-001,172,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00639,str-001,31,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00640,wh-001,295,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00640,str-001,24,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00641,wh-001,129,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00641,str-001,18,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00642,wh-001,279,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00642,str-001,34,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00643,wh-001,6,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00643,str-001,1,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00644,wh-001,51,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00644,str-001,15,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00645,wh-001,284,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00645,str-001,3,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00646,wh-001,3,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00646,str-001,4,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00647,wh-001,400,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00647,str-001,40,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00648,wh-001,295,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00648,str-001,48,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00649,wh-001,337,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00649,str-001,38,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00650,wh-001,498,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00650,str-001,5,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00651,wh-001,259,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00651,str-001,22,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00652,wh-001,95,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00652,str-001,29,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00653,wh-001,480,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00653,str-001,40,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00654,wh-001,294,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00654,str-001,49,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00655,wh-001,142,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00655,str-001,48,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00656,wh-001,273,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00656,str-001,7,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00657,wh-001,6,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00657,str-001,49,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00658,wh-001,123,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00658,str-001,26,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00659,wh-001,445,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00659,str-001,32,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00660,wh-001,304,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00660,str-001,13,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00661,wh-001,82,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00661,str-001,17,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00662,wh-001,377,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00662,str-001,32,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00663,wh-001,475,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00663,str-001,33,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00664,wh-001,92,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00664,str-001,2,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00665,wh-001,260,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00665,str-001,24,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00666,wh-001,205,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00666,str-001,16,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00667,wh-001,431,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00667,str-001,39,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00668,wh-001,88,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00668,str-001,13,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00669,wh-001,340,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00669,str-001,41,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00670,wh-001,424,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00670,str-001,40,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00671,wh-001,339,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00671,str-001,34,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00672,wh-001,130,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00672,str-001,37,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00673,wh-001,73,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00673,str-001,14,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00674,wh-001,473,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00674,str-001,28,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00675,wh-001,84,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00675,str-001,20,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00676,wh-001,285,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00676,str-001,46,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00677,wh-001,206,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00677,str-001,3,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00678,wh-001,354,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00678,str-001,31,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00679,wh-001,466,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00679,str-001,38,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00680,wh-001,379,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00680,str-001,47,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00681,wh-001,376,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00681,str-001,16,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00682,wh-001,459,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00682,str-001,47,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00683,wh-001,107,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00683,str-001,31,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00684,wh-001,181,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00684,str-001,21,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00685,wh-001,154,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00685,str-001,38,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00686,wh-001,267,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00686,str-001,20,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00687,wh-001,344,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00687,str-001,34,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00688,wh-001,66,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00688,str-001,24,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00689,wh-001,300,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00689,str-001,44,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00690,wh-001,52,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00690,str-001,43,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00691,wh-001,489,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00691,str-001,40,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00692,wh-001,426,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00692,str-001,33,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00693,wh-001,40,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00693,str-001,30,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00694,wh-001,470,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00694,str-001,18,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00695,wh-001,14,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00695,str-001,27,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00696,wh-001,390,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00696,str-001,31,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00697,wh-001,71,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00697,str-001,46,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00698,wh-001,198,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00698,str-001,42,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00699,wh-001,146,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00699,str-001,11,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00700,wh-001,48,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00700,str-001,19,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00701,wh-001,201,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00701,str-001,42,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00702,wh-001,10,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00702,str-001,12,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00703,wh-001,212,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00703,str-001,19,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00704,wh-001,222,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00704,str-001,28,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00705,wh-001,209,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00705,str-001,22,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00706,wh-001,304,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00706,str-001,22,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00707,wh-001,291,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00707,str-001,29,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00708,wh-001,139,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00708,str-001,45,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00709,wh-001,412,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00709,str-001,5,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00710,wh-001,201,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00710,str-001,36,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00711,wh-001,461,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00711,str-001,22,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00712,wh-001,343,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00712,str-001,28,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00713,wh-001,267,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00713,str-001,46,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00714,wh-001,354,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00714,str-001,22,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00715,wh-001,116,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00715,str-001,3,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00716,wh-001,122,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00716,str-001,4,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00717,wh-001,329,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00717,str-001,27,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00718,wh-001,293,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00718,str-001,26,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00719,wh-001,459,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00719,str-001,5,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00720,wh-001,135,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00720,str-001,43,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00721,wh-001,129,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00721,str-001,46,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00722,wh-001,137,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00722,str-001,33,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00723,wh-001,487,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00723,str-001,47,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00724,wh-001,318,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00724,str-001,27,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00725,wh-001,72,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00725,str-001,13,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00726,wh-001,40,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00726,str-001,5,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00727,wh-001,311,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00727,str-001,3,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00728,wh-001,31,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00728,str-001,32,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00729,wh-001,114,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00729,str-001,5,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00730,wh-001,104,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00730,str-001,38,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00731,wh-001,193,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00731,str-001,1,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00732,wh-001,18,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00732,str-001,23,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00733,wh-001,3,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00733,str-001,34,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00734,wh-001,462,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00734,str-001,32,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00735,wh-001,481,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00735,str-001,1,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00736,wh-001,77,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00736,str-001,3,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00737,wh-001,462,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00737,str-001,38,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00738,wh-001,22,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00738,str-001,4,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00739,wh-001,304,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00739,str-001,44,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00740,wh-001,178,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00740,str-001,6,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00741,wh-001,271,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00741,str-001,4,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00742,wh-001,151,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00742,str-001,28,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00743,wh-001,129,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00743,str-001,31,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00744,wh-001,226,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00744,str-001,22,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00745,wh-001,432,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00745,str-001,32,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00746,wh-001,413,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00746,str-001,21,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00747,wh-001,454,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00747,str-001,38,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00748,wh-001,373,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00748,str-001,49,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00749,wh-001,31,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00749,str-001,20,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00750,wh-001,238,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00750,str-001,12,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00751,wh-001,356,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00751,str-001,16,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00752,wh-001,243,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00752,str-001,1,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00753,wh-001,297,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00753,str-001,17,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00754,wh-001,490,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00754,str-001,48,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00755,wh-001,209,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00755,str-001,2,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00756,wh-001,324,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00756,str-001,13,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00757,wh-001,17,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00757,str-001,23,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00758,wh-001,366,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00758,str-001,39,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00759,wh-001,129,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00759,str-001,25,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00760,wh-001,495,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00760,str-001,13,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00761,wh-001,107,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00761,str-001,12,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00762,wh-001,302,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00762,str-001,20,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00763,wh-001,333,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00763,str-001,40,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00764,wh-001,19,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00764,str-001,33,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00765,wh-001,99,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00765,str-001,44,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00766,wh-001,428,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00766,str-001,39,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00767,wh-001,196,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00767,str-001,37,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00768,wh-001,199,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00768,str-001,45,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00769,wh-001,243,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00769,str-001,41,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00770,wh-001,240,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00770,str-001,3,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00771,wh-001,353,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00771,str-001,24,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00772,wh-001,310,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00772,str-001,39,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00773,wh-001,335,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00773,str-001,6,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00774,wh-001,477,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00774,str-001,45,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00775,wh-001,13,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00775,str-001,20,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00776,wh-001,111,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00776,str-001,0,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00777,wh-001,287,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00777,str-001,12,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00778,wh-001,469,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00778,str-001,18,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00779,wh-001,90,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00779,str-001,41,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00780,wh-001,98,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00780,str-001,38,15,7,0.015,2026-09-14 20:18:25
JEW-GEN-00781,wh-001,200,150,75,0.01,2026-09-14 20:18:25
JEW-GEN-00781,str-001,29,15,7,0.015,2026-09-14 20:18:25
