SKU,Supplier_ID,Sourcing_Rank,Unit_Cost_Markup,Supplier_Lead_Time_Days
KIT-DIN-00540,sup-094,Primary,1.0,27
KIT-DIN-00540,sup-089,Secondary,1.1,45
KIT-DIN-00541,sup-094,Primary,1.0,27
KIT-DIN-00541,sup-099,Secondary,1.14,32
KIT-DIN-00542,sup-100,Primary,1.0,27
KIT-DIN-00542,sup-090,Secondary,1.15,37
KIT-DIN-00543,sup-188,Primary,1.0,27
KIT-DIN-00543,sup-106,Secondary,1.24,47
KIT-DIN-00544,sup-090,Primary,1.0,27
KIT-DIN-00544,sup-130,Secondary,1.13,41
KIT-DIN-00545,sup-057,Primary,1.0,27
KIT-DIN-00545,sup-089,Secondary,1.13,45
KIT-DIN-00546,sup-090,Primary,1.0,27
KIT-DIN-00546,sup-110,Secondary,1.07,49
KIT-DIN-00547,sup-162,Primary,1.0,27
KIT-DIN-00547,sup-025,Secondary,1.17,39
KIT-DIN-00548,sup-185,Primary,1.0,27
KIT-DIN-00548,sup-066,Secondary,1.17,51
KIT-DIN-00549,sup-071,Primary,1.0,27
KIT-DIN-00549,sup-143,Secondary,1.07,34
KIT-DIN-00550,sup-090,Primary,1.0,27
KIT-DIN-00550,sup-182,Secondary,1.23,38
KIT-DIN-00551,sup-027,Primary,1.0,27
KIT-DIN-00551,sup-025,Secondary,1.05,33
KIT-DIN-00552,sup-143,Primary,1.0,27
KIT-DIN-00552,sup-035,Secondary,1.08,41
KIT-DIN-00553,sup-099,Primary,1.0,27
KIT-DIN-00553,sup-066,Secondary,1.22,49
KIT-DIN-00554,sup-099,Primary,1.0,27
KIT-DIN-00554,sup-024,Secondary,1.05,49
KIT-DIN-00555,sup-037,Primary,1.0,27
KIT-DIN-00555,sup-164,Secondary,1.18,42
KIT-DIN-00556,sup-113,Primary,1.0,27
KIT-DIN-00556,sup-162,Secondary,1.17,51
KIT-DIN-00557,sup-088,Primary,1.0,27
KIT-DIN-00557,sup-153,Secondary,1.14,45
KIT-DIN-00558,sup-100,Primary,1.0,27
KIT-DIN-00558,sup-143,Secondary,1.05,33
KIT-DIN-00559,sup-013,Primary,1.0,27
KIT-DIN-00559,sup-066,Secondary,1.12,42
KIT-DIN-00560,sup-162,Primary,1.0,27
KIT-DIN-00560,sup-164,Secondary,1.1,51
KIT-DIN-00561,sup-125,Primary,1.0,27
KIT-DIN-00561,sup-188,Secondary,1.14,36
KIT-DIN-00562,sup-064,Primary,1.0,27
KIT-DIN-00562,sup-127,Secondary,1.19,53
KIT-DIN-00563,sup-100,Primary,1.0,27
KIT-DIN-00563,sup-024,Secondary,1.06,42
KIT-DIN-00564,sup-057,Primary,1.0,27
KIT-DIN-00564,sup-089,Secondary,1.11,34
KIT-DIN-00565,sup-125,Primary,1.0,27
KIT-DIN-00565,sup-119,Secondary,1.24,40
KIT-DIN-00566,sup-173,Primary,1.0,27
KIT-DIN-00566,sup-162,Secondary,1.21,36
KIT-DIN-00567,sup-048,Primary,1.0,27
KIT-DIN-00567,sup-125,Secondary,1.13,46
KIT-DIN-00568,sup-182,Primary,1.0,27
KIT-DIN-00568,sup-064,Secondary,1.15,49
KIT-DIN-00569,sup-182,Primary,1.0,27
KIT-DIN-00569,sup-066,Secondary,1.24,33
KIT-DIN-00570,sup-088,Primary,1.0,27
KIT-DIN-00570,sup-106,Secondary,1.17,43
KIT-DIN-00571,sup-113,Primary,1.0,27
KIT-DIN-00571,sup-017,Secondary,1.15,45
KIT-DIN-00572,sup-094,Primary,1.0,27
KIT-DIN-00572,sup-185,Secondary,1.07,36
KIT-DIN-00573,sup-064,Primary,1.0,27
KIT-DIN-00573,sup-048,Secondary,1.17,46
KIT-DIN-00574,sup-037,Primary,1.0,27
KIT-DIN-00574,sup-054,Secondary,1.05,38
KIT-DIN-00575,sup-135,Primary,1.0,27
KIT-DIN-00575,sup-017,Secondary,1.08,40
KIT-DIN-00576,sup-071,Primary,1.0,27
KIT-DIN-00576,sup-153,Secondary,1.14,33
KIT-DIN-00577,sup-037,Primary,1.0,27
KIT-DIN-00577,sup-063,Secondary,1.11,32
KIT-DIN-00578,sup-013,Primary,1.0,27
KIT-DIN-00578,sup-027,Secondary,1.13,49
KIT-DIN-00579,sup-090,Primary,1.0,27
KIT-DIN-00579,sup-057,Secondary,1.19,39
KIT-DIN-00580,sup-188,Primary,1.0,27
KIT-DIN-00580,sup-135,Secondary,1.07,41
KIT-DIN-00581,sup-185,Primary,1.0,27
KIT-DIN-00581,sup-153,Secondary,1.12,44
KIT-DIN-00582,sup-122,Primary,1.0,27
KIT-DIN-00582,sup-172,Secondary,1.06,39
KIT-DIN-00583,sup-099,Primary,1.0,27
KIT-DIN-00583,sup-025,Secondary,1.15,34
KIT-DIN-00584,sup-172,Primary,1.0,27
KIT-DIN-00584,sup-188,Secondary,1.16,34
KIT-DIN-00585,sup-089,Primary,1.0,27
KIT-DIN-00585,sup-130,Secondary,1.11,50
KIT-DIN-00586,sup-037,Primary,1.0,27
KIT-DIN-00586,sup-100,Secondary,1.17,47
KIT-DIN-00587,sup-135,Primary,1.0,27
KIT-DIN-00587,sup-143,Secondary,1.25,38
KIT-DIN-00588,sup-066,Primary,1.0,27
KIT-DIN-00588,sup-099,Secondary,1.12,35
KIT-DIN-00589,sup-125,Primary,1.0,27
KIT-DIN-00589,sup-185,Secondary,1.19,39
KIT-DIN-00590,sup-153,Primary,1.0,27
KIT-DIN-00590,sup-119,Secondary,1.14,40
KIT-DIN-00591,sup-066,Primary,1.0,27
KIT-DIN-00591,sup-182,Secondary,1.15,35
KIT-DIN-00592,sup-130,Primary,1.0,27
KIT-DIN-00592,sup-113,Secondary,1.08,37
KIT-DIN-00593,sup-125,Primary,1.0,27
KIT-DIN-00593,sup-088,Secondary,1.06,46
KIT-DIN-00594,sup-063,Primary,1.0,27
KIT-DIN-00594,sup-057,Secondary,1.24,42
KIT-DIN-00595,sup-135,Primary,1.0,27
KIT-DIN-00595,sup-143,Secondary,1.21,44
KIT-DIN-00596,sup-188,Primary,1.0,27
KIT-DIN-00596,sup-088,Secondary,1.16,45
KIT-DIN-00597,sup-106,Primary,1.0,27
KIT-DIN-00597,sup-185,Secondary,1.21,51
KIT-DIN-00598,sup-066,Primary,1.0,27
KIT-DIN-00598,sup-063,Secondary,1.2,44
KIT-DIN-00599,sup-013,Primary,1.0,27
KIT-DIN-00599,sup-125,Secondary,1.17,32
KIT-DIN-00600,sup-071,Primary,1.0,27
KIT-DIN-00600,sup-110,Secondary,1.22,38
KIT-DIN-00601,sup-130,Primary,1.0,27
KIT-DIN-00601,sup-143,Secondary,1.12,44
KIT-DIN-00602,sup-127,Primary,1.0,27
KIT-DIN-00602,sup-013,Secondary,1.19,39
KIT-DIN-00603,sup-172,Primary,1.0,27
KIT-DIN-00603,sup-142,Secondary,1.16,35
KIT-DIN-00604,sup-172,Primary,1.0,27
KIT-DIN-00604,sup-024,Secondary,1.22,47
KIT-DIN-00605,sup-142,Primary,1.0,27
KIT-DIN-00605,sup-048,Secondary,1.09,38
KIT-DIN-00606,sup-017,Primary,1.0,27
KIT-DIN-00606,sup-063,Secondary,1.13,50
KIT-DIN-00607,sup-185,Primary,1.0,27
KIT-DIN-00607,sup-094,Secondary,1.18,47
KIT-DIN-00608,sup-130,Primary,1.0,27
KIT-DIN-00608,sup-027,Secondary,1.18,48
KIT-DIN-00609,sup-127,Primary,1.0,27
KIT-DIN-00609,sup-037,Secondary,1.21,43
KIT-DIN-00610,sup-039,Primary,1.0,27
KIT-DIN-00610,sup-064,Secondary,1.23,36
KIT-DIN-00611,sup-064,Primary,1.0,27
KIT-DIN-00611,sup-130,Secondary,1.09,37
KIT-DIN-00612,sup-122,Primary,1.0,27
KIT-DIN-00612,sup-173,Secondary,1.13,35
KIT-DIN-00613,sup-090,Primary,1.0,27
KIT-DIN-00613,sup-025,Secondary,1.22,38
KIT-DIN-00614,sup-054,Primary,1.0,27
KIT-DIN-00614,sup-125,Secondary,1.16,49
KIT-DIN-00615,sup-153,Primary,1.0,27
KIT-DIN-00615,sup-100,Secondary,1.14,42
KIT-DIN-00616,sup-188,Primary,1.0,27
KIT-DIN-00616,sup-066,Secondary,1.24,33
KIT-DIN-00617,sup-089,Primary,1.0,27
KIT-DIN-00617,sup-135,Secondary,1.11,47
KIT-DIN-00618,sup-188,Primary,1.0,27
KIT-DIN-00618,sup-099,Secondary,1.11,45
KIT-DIN-00619,sup-119,Primary,1.0,27
KIT-DIN-00619,sup-130,Secondary,1.16,39
KIT-DIN-00620,sup-119,Primary,1.0,27
KIT-DIN-00620,sup-143,Secondary,1.25,44
KIT-DIN-00621,sup-164,Primary,1.0,27
KIT-DIN-00621,sup-110,Secondary,1.16,37
KIT-DIN-00622,sup-013,Primary,1.0,27
KIT-DIN-00622,sup-162,Secondary,1.12,36
KIT-DIN-00623,sup-039,Primary,1.0,27
KIT-DIN-00623,sup-024,Secondary,1.08,36
KIT-DIN-00624,sup-039,Primary,1.0,27
KIT-DIN-00624,sup-142,Secondary,1.25,39
KIT-DIN-00625,sup-127,Primary,1.0,27
KIT-DIN-00625,sup-054,Secondary,1.14,37
KIT-DIN-00626,sup-100,Primary,1.0,27
KIT-DIN-00626,sup-162,Secondary,1.08,33
KIT-DIN-00627,sup-142,Primary,1.0,27
KIT-DIN-00627,sup-037,Secondary,1.11,47
KIT-DIN-00628,sup-173,Primary,1.0,27
KIT-DIN-00628,sup-110,Secondary,1.12,42
KIT-DIN-00629,sup-024,Primary,1.0,27
KIT-DIN-00629,sup-185,Secondary,1.05,51
KIT-DIN-00630,sup-063,Primary,1.0,27
KIT-DIN-00630,sup-024,Secondary,1.17,43
KIT-DIN-00631,sup-071,Primary,1.0,27
KIT-DIN-00631,sup-119,Secondary,1.12,45
KIT-DIN-00632,sup-188,Primary,1.0,27
KIT-DIN-00632,sup-090,Secondary,1.23,38
KIT-DIN-00633,sup-057,Primary,1.0,27
KIT-DIN-00633,sup-048,Secondary,1.17,39
KIT-DIN-00634,sup-188,Primary,1.0,27
KIT-DIN-00634,sup-099,Secondary,1.06,34
KIT-DIN-00635,sup-089,Primary,1.0,27
KIT-DIN-00635,sup-100,Secondary,1.1,33
KIT-DIN-00636,sup-135,Primary,1.0,27
KIT-DIN-00636,sup-119,Secondary,1.19,38
KIT-DIN-00637,sup-142,Primary,1.0,27
KIT-DIN-00637,sup-071,Secondary,1.17,44
KIT-DIN-00638,sup-188,Primary,1.0,27
KIT-DIN-00638,sup-125,Secondary,1.14,39
KIT-DIN-00639,sup-048,Primary,1.0,27
KIT-DIN-00639,sup-125,Secondary,1.14,39
KIT-DIN-00640,sup-113,Primary,1.0,27
KIT-DIN-00640,sup-064,Secondary,1.16,45
KIT-DIN-00641,sup-127,Primary,1.0,27
KIT-DIN-00641,sup-182,Secondary,1.23,40
KIT-DIN-00642,sup-153,Primary,1.0,27
KIT-DIN-00642,sup-037,Secondary,1.24,34
KIT-DIN-00643,sup-130,Primary,1.0,27
KIT-DIN-00643,sup-024,Secondary,1.09,33
KIT-DIN-00644,sup-090,Primary,1.0,27
KIT-DIN-00644,sup-135,Secondary,1.07,52
KIT-DIN-00645,sup-188,Primary,1.0,27
KIT-DIN-00645,sup-153,Secondary,1.17,52
KIT-DIN-00646,sup-153,Primary,1.0,27
KIT-DIN-00646,sup-057,Secondary,1.16,44
KIT-DIN-00647,sup-185,Primary,1.0,27
KIT-DIN-00647,sup-064,Secondary,1.06,45
KIT-DIN-00648,sup-099,Primary,1.0,27
KIT-DIN-00648,sup-162,Secondary,1.21,33
KIT-DIN-00649,sup-172,Primary,1.0,27
KIT-DIN-00649,sup-071,Secondary,1.19,48
KIT-DIN-00650,sup-122,Primary,1.0,27
KIT-DIN-00650,sup-063,Secondary,1.17,40
KIT-DIN-00651,sup-048,Primary,1.0,27
KIT-DIN-00651,sup-035,Secondary,1.16,47
KIT-DIN-00652,sup-173,Primary,1.0,27
KIT-DIN-00652,sup-066,Secondary,1.18,52
KIT-DIN-00653,sup-017,Primary,1.0,27
KIT-DIN-00653,sup-027,Secondary,1.1,43
KIT-DIN-00654,sup-172,Primary,1.0,27
KIT-DIN-00654,sup-071,Secondary,1.08,36
KIT-DIN-00655,sup-024,Primary,1.0,27
KIT-DIN-00655,sup-125,Secondary,1.22,42
KIT-DIN-00656,sup-024,Primary,1.0,27
KIT-DIN-00656,sup-127,Secondary,1.19,47
KIT-DIN-00657,sup-025,Primary,1.0,27
KIT-DIN-00657,sup-119,Secondary,1.14,47
KIT-DIN-00658,sup-110,Primary,1.0,27
KIT-DIN-00658,sup-182,Secondary,1.18,52
KIT-DIN-00659,sup-089,Primary,1.0,27
KIT-DIN-00659,sup-025,Secondary,1.24,41
KIT-DIN-00660,sup-035,Primary,1.0,27
KIT-DIN-00660,sup-143,Secondary,1.21,41
KIT-DIN-00661,sup-025,Primary,1.0,27
KIT-DIN-00661,sup-099,Secondary,1.25,48
KIT-DIN-00662,sup-113,Primary,1.0,27
KIT-DIN-00662,sup-024,Secondary,1.12,53
KIT-DIN-00663,sup-106,Primary,1.0,27
KIT-DIN-00663,sup-125,Secondary,1.23,38
KIT-DIN-00664,sup-099,Primary,1.0,27
KIT-DIN-00664,sup-100,Secondary,1.24,44
KIT-DIN-00665,sup-017,Primary,1.0,27
KIT-DIN-00665,sup-153,Secondary,1.09,52
KIT-DIN-00666,sup-064,Primary,1.0,27
KIT-DIN-00666,sup-099,Secondary,1.14,42
KIT-DIN-00667,sup-090,Primary,1.0,27
KIT-DIN-00667,sup-064,Secondary,1.24,44
KIT-DIN-00668,sup-037,Primary,1.0,27
KIT-DIN-00668,sup-066,Secondary,1.09,39
KIT-DIN-00669,sup-162,Primary,1.0,27
KIT-DIN-00669,sup-094,Secondary,1.16,52
KIT-DIN-00670,sup-162,Primary,1.0,27
KIT-DIN-00670,sup-119,Secondary,1.24,43
KIT-DIN-00671,sup-017,Primary,1.0,27
KIT-DIN-00671,sup-153,Secondary,1.07,47
KIT-DIN-00672,sup-172,Primary,1.0,27
KIT-DIN-00672,sup-071,Secondary,1.21,42
KIT-DIN-00673,sup-142,Primary,1.0,27
KIT-DIN-00673,sup-024,Secondary,1.18,48
KIT-DIN-00674,sup-162,Primary,1.0,27
KIT-DIN-00674,sup-110,Secondary,1.16,34
KIT-DIN-00675,sup-143,Primary,1.0,27
KIT-DIN-00675,sup-100,Secondary,1.09,45
KIT-DIN-00676,sup-063,Primary,1.0,27
KIT-DIN-00676,sup-035,Secondary,1.21,46
KIT-DIN-00677,sup-090,Primary,1.0,27
KIT-DIN-00677,sup-066,Secondary,1.14,48
KIT-DIN-00678,sup-071,Primary,1.0,27
KIT-DIN-00678,sup-153,Secondary,1.14,51
KIT-DIN-00679,sup-013,Primary,1.0,27
KIT-DIN-00679,sup-143,Secondary,1.11,38
KIT-DIN-00680,sup-130,Primary,1.0,27
KIT-DIN-00680,sup-099,Secondary,1.18,51
KIT-DIN-00681,sup-122,Primary,1.0,27
KIT-DIN-00681,sup-025,Secondary,1.21,53
KIT-DIN-00682,sup-025,Primary,1.0,27
KIT-DIN-00682,sup-153,Secondary,1.14,42
KIT-DIN-00683,sup-135,Primary,1.0,27
KIT-DIN-00683,sup-113,Secondary,1.05,50
KIT-DIN-00684,sup-094,Primary,1.0,27
KIT-DIN-00684,sup-110,Secondary,1.16,33
KIT-DIN-00685,sup-153,Primary,1.0,27
KIT-DIN-00685,sup-130,Secondary,1.19,34
KIT-DIN-00686,sup-013,Primary,1.0,27
KIT-DIN-00686,sup-130,Secondary,1.23,36
KIT-DIN-00687,sup-164,Primary,1.0,27
KIT-DIN-00687,sup-106,Secondary,1.05,44
KIT-DIN-00688,sup-172,Primary,1.0,27
KIT-DIN-00688,sup-057,Secondary,1.17,52
KIT-DIN-00689,sup-185,Primary,1.0,27
KIT-DIN-00689,sup-035,Secondary,1.08,38
KIT-DIN-00690,sup-142,Primary,1.0,27
KIT-DIN-00690,sup-099,Secondary,1.07,40
KIT-DIN-00691,sup-027,Primary,1.0,27
KIT-DIN-00691,sup-066,Secondary,1.19,44
KIT-DIN-00692,sup-071,Primary,1.0,27
KIT-DIN-00692,sup-135,Secondary,1.16,48
KIT-DIN-00693,sup-071,Primary,1.0,27
KIT-DIN-00693,sup-153,Secondary,1.17,36
KIT-DIN-00694,sup-188,Primary,1.0,27
KIT-DIN-00694,sup-064,Secondary,1.22,44
KIT-DIN-00695,sup-071,Primary,1.0,27
KIT-DIN-00695,sup-035,Secondary,1.1,45
KIT-DIN-00696,sup-090,Primary,1.0,27
KIT-DIN-00696,sup-119,Secondary,1.2,46
KIT-DIN-00697,sup-127,Primary,1.0,27
KIT-DIN-00697,sup-089,Secondary,1.06,32
KIT-DIN-00698,sup-188,Primary,1.0,27
KIT-DIN-00698,sup-119,Secondary,1.15,40
KIT-DIN-00699,sup-027,Primary,1.0,27
KIT-DIN-00699,sup-024,Secondary,1.24,47
KIT-DIN-00700,sup-185,Primary,1.0,27
KIT-DIN-00700,sup-173,Secondary,1.08,37
KIT-DIN-00701,sup-100,Primary,1.0,27
KIT-DIN-00701,sup-164,Secondary,1.17,36
KIT-DIN-00702,sup-113,Primary,1.0,27
KIT-DIN-00702,sup-162,Secondary,1.06,39
KIT-DIN-00703,sup-153,Primary,1.0,27
KIT-DIN-00703,sup-088,Secondary,1.21,47
KIT-DIN-00704,sup-142,Primary,1.0,27
KIT-DIN-00704,sup-125,Secondary,1.22,34
KIT-DIN-00705,sup-135,Primary,1.0,27
KIT-DIN-00705,sup-063,Secondary,1.15,39
KIT-DIN-00706,sup-037,Primary,1.0,27
KIT-DIN-00706,sup-025,Secondary,1.14,45
KIT-DIN-00707,sup-054,Primary,1.0,27
KIT-DIN-00707,sup-035,Secondary,1.2,52
KIT-DIN-00708,sup-066,Primary,1.0,27
KIT-DIN-00708,sup-089,Secondary,1.11,41
KIT-DIN-00709,sup-164,Primary,1.0,27
KIT-DIN-00709,sup-110,Secondary,1.13,35
KIT-DIN-00710,sup-066,Primary,1.0,27
KIT-DIN-00710,sup-100,Secondary,1.22,51
KIT-DIN-00711,sup-125,Primary,1.0,27
KIT-DIN-00711,sup-035,Secondary,1.15,42
KIT-DIN-00712,sup-188,Primary,1.0,27
KIT-DIN-00712,sup-100,Secondary,1.23,45
KIT-DIN-00713,sup-162,Primary,1.0,27
KIT-DIN-00713,sup-090,Secondary,1.05,49
KIT-DIN-00714,sup-182,Primary,1.0,27
KIT-DIN-00714,sup-063,Secondary,1.07,51
KIT-DIN-00715,sup-162,Primary,1.0,27
KIT-DIN-00715,sup-164,Secondary,1.21,47
KIT-DIN-00716,sup-106,Primary,1.0,27
KIT-DIN-00716,sup-182,Secondary,1.14,34
KIT-DIN-00717,sup-057,Primary,1.0,27
KIT-DIN-00717,sup-182,Secondary,1.14,39
KIT-DIN-00718,sup-135,Primary,1.0,27
KIT-DIN-00718,sup-119,Secondary,1.17,35
KIT-DIN-00719,sup-127,Primary,1.0,27
KIT-DIN-00719,sup-090,Secondary,1.18,43
KIT-DIN-00720,sup-135,Primary,1.0,27
KIT-DIN-00720,sup-188,Secondary,1.2,47
KIT-DIN-00721,sup-153,Primary,1.0,27
KIT-DIN-00721,sup-094,Secondary,1.16,53
KIT-DIN-00722,sup-088,Primary,1.0,27
KIT-DIN-00722,sup-106,Secondary,1.13,40
KIT-DIN-00723,sup-188,Primary,1.0,27
KIT-DIN-00723,sup-185,Secondary,1.18,37
KIT-DIN-00724,sup-173,Primary,1.0,27
KIT-DIN-00724,sup-037,Secondary,1.22,48
KIT-DIN-00725,sup-142,Primary,1.0,27
KIT-DIN-00725,sup-182,Secondary,1.14,50
KIT-DIN-00726,sup-071,Primary,1.0,27
KIT-DIN-00726,sup-142,Secondary,1.09,33
KIT-DIN-00727,sup-185,Primary,1.0,27
KIT-DIN-00727,sup-048,Secondary,1.16,35
KIT-DIN-00728,sup-090,Primary,1.0,27
KIT-DIN-00728,sup-017,Secondary,1.14,51
KIT-DIN-00729,sup-037,Primary,1.0,27
KIT-DIN-00729,sup-100,Secondary,1.05,38
KIT-DIN-00730,sup-182,Primary,1.0,27
KIT-DIN-00730,sup-106,Secondary,1.13,34
KIT-DIN-00731,sup-057,Primary,1.0,27
KIT-DIN-00731,sup-035,Secondary,1.15,37
KIT-DIN-00732,sup-066,Primary,1.0,27
KIT-DIN-00732,sup-153,Secondary,1.18,49
KIT-DIN-00733,sup-153,Primary,1.0,27
KIT-DIN-00733,sup-017,Secondary,1.06,33
KIT-DIN-00734,sup-035,Primary,1.0,27
KIT-DIN-00734,sup-090,Secondary,1.2,33
KIT-DIN-00735,sup-127,Primary,1.0,27
KIT-DIN-00735,sup-039,Secondary,1.07,44
KIT-DIN-00736,sup-130,Primary,1.0,27
KIT-DIN-00736,sup-013,Secondary,1.06,43
KIT-DIN-00737,sup-130,Primary,1.0,27
KIT-DIN-00737,sup-099,Secondary,1.06,47
KIT-DIN-00738,sup-035,Primary,1.0,27
KIT-DIN-00738,sup-090,Secondary,1.18,52
KIT-DIN-00739,sup-119,Primary,1.0,27
KIT-DIN-00739,sup-013,Secondary,1.12,49
KIT-DIN-00740,sup-100,Primary,1.0,27
KIT-DIN-00740,sup-066,Secondary,1.14,39
KIT-DIN-00741,sup-063,Primary,1.0,27
KIT-DIN-00741,sup-113,Secondary,1.09,38
KIT-DIN-00742,sup-106,Primary,1.0,27
KIT-DIN-00742,sup-130,Secondary,1.25,35
KIT-DIN-00743,sup-113,Primary,1.0,27
KIT-DIN-00743,sup-125,Secondary,1.19,41
KIT-DIN-00744,sup-054,Primary,1.0,27
KIT-DIN-00744,sup-172,Secondary,1.06,53
KIT-DIN-00745,sup-017,Primary,1.0,27
KIT-DIN-00745,sup-063,Secondary,1.19,47
KIT-DIN-00746,sup-185,Primary,1.0,27
KIT-DIN-00746,sup-172,Secondary,1.19,42
KIT-DIN-00747,sup-025,Primary,1.0,27
KIT-DIN-00747,sup-024,Secondary,1.07,45
KIT-DIN-00748,sup-037,Primary,1.0,27
KIT-DIN-00748,sup-153,Secondary,1.1,43
KIT-DIN-00749,sup-135,Primary,1.0,27
KIT-DIN-00749,sup-142,Secondary,1.23,53
KIT-DIN-00750,sup-182,Primary,1.0,27
KIT-DIN-00750,sup-106,Secondary,1.1,32
KIT-DIN-00751,sup-071,Primary,1.0,27
KIT-DIN-00751,sup-122,Secondary,1.19,52
KIT-DIN-00752,sup-099,Primary,1.0,27
KIT-DIN-00752,sup-039,Secondary,1.16,49
KIT-DIN-00753,sup-100,Primary,1.0,27
KIT-DIN-00753,sup-188,Secondary,1.18,51
KIT-DIN-00754,sup-099,Primary,1.0,27
KIT-DIN-00754,sup-127,Secondary,1.07,33
KIT-DIN-00755,sup-094,Primary,1.0,27
KIT-DIN-00755,sup-048,Secondary,1.11,35
KIT-DIN-00756,sup-130,Primary,1.0,27
KIT-DIN-00756,sup-089,Secondary,1.23,41
KIT-DIN-00757,sup-035,Primary,1.0,27
KIT-DIN-00757,sup-088,Secondary,1.11,44
KIT-DIN-00758,sup-037,Primary,1.0,27
KIT-DIN-00758,sup-173,Secondary,1.11,36
KIT-DIN-00759,sup-090,Primary,1.0,27
KIT-DIN-00759,sup-064,Secondary,1.23,38
KIT-DIN-00760,sup-039,Primary,1.0,27
KIT-DIN-00760,sup-188,Secondary,1.11,45
KIT-DIN-00761,sup-048,Primary,1.0,27
KIT-DIN-00761,sup-119,Secondary,1.15,38
KIT-DIN-00762,sup-125,Primary,1.0,27
KIT-DIN-00762,sup-135,Secondary,1.17,53
KIT-DIN-00763,sup-099,Primary,1.0,27
KIT-DIN-00763,sup-039,Secondary,1.14,44
KIT-DIN-00764,sup-119,Primary,1.0,27
KIT-DIN-00764,sup-143,Secondary,1.21,33
KIT-DIN-00765,sup-173,Primary,1.0,27
KIT-DIN-00765,sup-113,Secondary,1.09,47
KIT-DIN-00766,sup-127,Primary,1.0,27
KIT-DIN-00766,sup-135,Secondary,1.21,33
KIT-DIN-00767,sup-039,Primary,1.0,27
KIT-DIN-00767,sup-063,Secondary,1.19,33
KIT-DIN-00768,sup-182,Primary,1.0,27
KIT-DIN-00768,sup-071,Secondary,1.06,53
KIT-DIN-00769,sup-122,Primary,1.0,27
KIT-DIN-00769,sup-088,Secondary,1.24,47
KIT-DIN-00770,sup-127,Primary,1.0,27
KIT-DIN-00770,sup-089,Secondary,1.07,48
KIT-DIN-00771,sup-119,Primary,1.0,27
KIT-DIN-00771,sup-099,Secondary,1.2,43
KIT-DIN-00772,sup-172,Primary,1.0,27
KIT-DIN-00772,sup-185,Secondary,1.1,47
KIT-DIN-00773,sup-025,Primary,1.0,27
KIT-DIN-00773,sup-017,Secondary,1.15,48
KIT-DIN-00774,sup-037,Primary,1.0,27
KIT-DIN-00774,sup-130,Secondary,1.14,52
KIT-DIN-00775,sup-142,Primary,1.0,27
KIT-DIN-00775,sup-024,Secondary,1.18,37
KIT-DIN-00776,sup-025,Primary,1.0,27
KIT-DIN-00776,sup-153,Secondary,1.12,50
KIT-DIN-00777,sup-142,Primary,1.0,27
KIT-DIN-00777,sup-094,Secondary,1.24,33
KIT-DIN-00778,sup-025,Primary,1.0,27
KIT-DIN-00778,sup-113,Secondary,1.08,37
KIT-DIN-00779,sup-127,Primary,1.0,27
KIT-DIN-00779,sup-071,Secondary,1.19,45
KIT-DIN-00780,sup-110,Primary,1.0,27
KIT-DIN-00780,sup-066,Secondary,1.13,37
KIT-DIN-00781,sup-106,Primary,1.0,27
KIT-DIN-00781,sup-090,Secondary,1.13,44
KIT-DIN-00782,sup-172,Primary,1.0,27
KIT-DIN-00782,sup-090,Secondary,1.22,33
KIT-DIN-00783,sup-037,Primary,1.0,27
KIT-DIN-00783,sup-143,Secondary,1.21,42
KIT-DIN-00784,sup-037,Primary,1.0,27
KIT-DIN-00784,sup-110,Secondary,1.12,46
KIT-DIN-00785,sup-094,Primary,1.0,27
KIT-DIN-00785,sup-122,Secondary,1.08,49
KIT-DIN-00786,sup-100,Primary,1.0,27
KIT-DIN-00786,sup-027,Secondary,1.2,53
KIT-DIN-00787,sup-162,Primary,1.0,27
KIT-DIN-00787,sup-122,Secondary,1.1,42
KIT-DIN-00788,sup-143,Primary,1.0,27
KIT-DIN-00788,sup-153,Secondary,1.23,41
KIT-DIN-00789,sup-143,Primary,1.0,27
KIT-DIN-00789,sup-100,Secondary,1.11,36
KIT-DIN-00790,sup-185,Primary,1.0,27
KIT-DIN-00790,sup-113,Secondary,1.07,43
KIT-DIN-00791,sup-054,Primary,1.0,27
KIT-DIN-00791,sup-185,Secondary,1.05,51
KIT-DIN-00792,sup-164,Primary,1.0,27
KIT-DIN-00792,sup-143,Secondary,1.15,48
KIT-DIN-00793,sup-130,Primary,1.0,27
KIT-DIN-00793,sup-164,Secondary,1.25,36
KIT-DIN-00794,sup-063,Primary,1.0,27
KIT-DIN-00794,sup-054,Secondary,1.14,52
KIT-DIN-00795,sup-119,Primary,1.0,27
KIT-DIN-00795,sup-125,Secondary,1.13,36
KIT-DIN-00796,sup-037,Primary,1.0,27
KIT-DIN-00796,sup-090,Secondary,1.22,43
KIT-DIN-00797,sup-119,Primary,1.0,27
KIT-DIN-00797,sup-054,Secondary,1.21,41
KIT-DIN-00798,sup-182,Primary,1.0,27
KIT-DIN-00798,sup-064,Secondary,1.23,43
KIT-DIN-00799,sup-017,Primary,1.0,27
KIT-DIN-00799,sup-135,Secondary,1.18,45
KIT-DIN-00800,sup-035,Primary,1.0,27
KIT-DIN-00800,sup-119,Secondary,1.24,35
KIT-DIN-00801,sup-142,Primary,1.0,27
KIT-DIN-00801,sup-027,Secondary,1.15,52
KIT-DIN-00802,sup-122,Primary,1.0,27
KIT-DIN-00802,sup-106,Secondary,1.14,45
