PO_Number,SKU,Supplier_ID,Location_ID,Order_Date,Expected_Arrival_Date,Actual_Arrival_Date,Quantity_Ordered,Quantity_Received,Status
PO-0085577,SLE-WEL-00306,sup-024,str-001,2026-05-03,2026-05-26,2026-05-26,381,288,Delivered
PO-0085578,HAR-HOM-00293,sup-071,wh-001,2026-06-23,2026-07-24,2026-07-24,396,324,Delivered
PO-0085579,WAT-TIM-00294,sup-089,wh-001,2025-10-10,2025-11-02,2025-11-02,376,275,Delivered
PO-0085580,JEW-GEN-00326,sup-119,str-001,2026-05-24,2026-06-16,2026-06-16,226,189,Delivered
PO-0085581,APP-WOM-00670,sup-059,wh-001,2026-03-23,2026-04-15,2026-04-15,146,110,Delivered
PO-0085582,BAK-CON-00492,sup-077,str-001,2026-05-18,2026-05-19,2026-05-19,177,83,Delivered
PO-0085583,BAK-CON-00874,sup-141,wh-001,2026-07-05,2026-07-06,2026-07-06,371,330,Delivered
PO-0085584,SOL-SUS-00316,sup-125,wh-001,2025-12-22,2026-01-29,2026-01-29,107,42,Delivered
PO-0085585,TOY-GEN-00208,sup-017,wh-001,2026-03-22,2026-05-06,2026-05-11,319,314,Delivered
PO-0085586,APP-WOM-00655,sup-139,str-001,2025-12-06,2025-12-29,2025-12-29,107,75,Delivered
PO-0085587,FOO-BEV-00312,sup-034,wh-001,2026-08-03,2026-08-05,2026-08-05,87,80,Delivered
PO-0085588,FUR-GEN-00756,sup-066,wh-001,2026-06-25,2026-08-03,2026-08-03,480,383,Delivered
PO-0085589,HAR-HOM-00127,sup-024,str-001,2026-06-07,2026-07-08,2026-07-09,127,101,Delivered
PO-0085590,FRE-PRO-01294,sup-155,str-001,2026-01-22,2026-01-23,2026-01-23,477,419,Delivered
PO-0085591,GRO-FOO-02004,sup-156,wh-001,2026-03-08,2026-03-23,2026-04-05,396,371,Delivered
PO-0085592,BIC-PER-00384,sup-130,str-001,2025-10-23,2025-11-28,2025-11-28,160,133,Delivered
PO-0085593,SMA-HOM-00384,sup-105,str-001,2026-03-04,2026-05-27,2026-05-27,346,328,Delivered
PO-0085594,FRE-PRO-00589,sup-096,wh-001,2026-04-19,2026-04-20,2026-04-20,269,242,Delivered
PO-0085595,APP-CHI-00850,sup-030,str-001,2026-06-13,2026-07-12,2026-07-12,476,431,Delivered
PO-0085596,FOO-BEV-00384,sup-023,wh-001,2026-08-10,2026-08-12,2026-08-12,299,109,Delivered
PO-0085597,BAK-CON-00413,sup-040,wh-001,2026-07-18,2026-07-19,2026-07-19,254,204,Delivered
PO-0085598,GRO-FOO-01441,sup-044,str-001,2026-04-04,2026-04-19,2026-04-23,290,242,Delivered
PO-0085599,SPO-FIT-00968,sup-057,str-001,2026-01-27,2026-03-11,2026-03-11,470,438,Delivered
PO-0085600,TRA-PRO-00230,sup-188,str-001,2026-02-07,2026-03-18,2026-03-18,106,98,Delivered
PO-0085601,APP-CHI-00955,sup-103,str-001,2026-09-07,2026-10-06,,357,,In-Transit
PO-0085602,BAB-MAT-00222,sup-119,wh-001,2025-12-23,2026-02-03,2026-02-03,352,276,Delivered
PO-0085603,FAS-ACC-00213,sup-021,wh-001,2026-02-03,2026-03-12,2026-03-12,53,48,Delivered
PO-0085604,BEV-GEN-00852,sup-178,wh-001,2026-06-02,2026-06-15,2026-06-15,174,172,Delivered
PO-0085605,APP-MEN-00346,sup-021,wh-001,2026-07-14,2026-07-28,2026-07-28,216,84,Delivered
PO-0085606,ENT-EXP-00300,sup-122,wh-001,2025-12-29,2026-01-12,2026-01-12,432,334,Delivered
PO-0085607,GRO-FOO-01697,sup-053,str-001,2025-09-22,2025-10-07,2025-10-07,233,176,Delivered
PO-0085608,APP-CHI-00740,sup-116,wh-001,2026-06-24,2026-07-23,2026-07-23,50,19,Delivered
PO-0085609,STA-OFF-00537,sup-122,wh-001,2025-09-19,2025-10-27,2025-10-27,363,294,Delivered
PO-0085610,TRA-PRO-00412,sup-025,str-001,2025-10-10,2025-11-18,2025-11-18,104,98,Delivered
PO-0085611,FRE-PRO-00327,sup-028,str-001,2026-02-01,2026-02-02,2026-02-02,331,289,Delivered
PO-0085612,GRO-FOO-01755,sup-136,wh-001,2026-08-29,2026-09-13,2026-09-25,270,254,Delivered
PO-0085613,GAR-OUT-00633,sup-162,str-001,2025-10-09,2025-11-03,2025-11-05,311,295,Delivered
PO-0085614,COM-MOB-00737,sup-018,str-001,2026-09-04,2026-10-30,,477,,In-Transit
PO-0085615,SER-SOL-00488,sup-185,str-001,2025-12-23,2026-01-11,2026-01-11,122,102,Delivered
PO-0085616,PAC-SHI-00327,sup-143,str-001,2025-09-21,2025-10-23,2025-10-29,155,126,Delivered
PO-0085617,JEW-GEN-00836,sup-035,str-001,2025-12-09,2026-01-01,2026-01-08,229,163,Delivered
PO-0085618,OFF-BUS-00466,sup-090,wh-001,2025-11-29,2025-12-27,2025-12-30,437,382,Delivered
PO-0085619,FLO-FLO-00282,sup-172,str-001,2026-05-17,2026-06-13,2026-06-13,302,278,Delivered
PO-0085620,SPO-FIT-00788,sup-130,wh-001,2026-02-16,2026-03-31,2026-03-31,330,273,Delivered
PO-0085621,FRO-REA-00492,sup-065,str-001,2026-02-19,2026-02-28,2026-03-11,163,125,Delivered
PO-0085622,APP-CHI-00569,sup-111,wh-001,2025-12-12,2026-01-10,2026-01-13,72,23,Delivered
PO-0085623,PER-CAR-00380,sup-172,str-001,2026-01-04,2026-01-29,2026-01-29,476,473,Delivered
PO-0085624,PAI-DEC-00281,sup-089,str-001,2026-03-13,2026-04-20,2026-04-20,298,221,Delivered
PO-0085625,KIT-DIN-00454,sup-057,wh-001,2026-01-25,2026-02-21,2026-02-21,238,226,Delivered
PO-0085626,SAF-SEC-00066,sup-089,wh-001,2025-11-27,2026-01-09,2026-01-09,337,265,Delivered
PO-0085627,BAB-MAT-00212,sup-110,str-001,2026-05-08,2026-06-19,2026-06-27,214,205,Delivered
PO-0085628,BAB-MAT-00664,sup-013,wh-001,2026-08-31,2026-10-12,,472,,In-Transit
PO-0085629,APP-WOM-00491,sup-042,str-001,2026-02-12,2026-03-07,2026-03-13,254,224,Delivered
PO-0085630,FOO-GEN-00086,sup-045,str-001,2025-11-06,2025-12-14,2025-12-14,106,83,Delivered
PO-0085631,HOM-APP-00454,sup-091,str-001,2026-06-11,2026-08-27,2026-08-27,220,185,Delivered
PO-0085632,HOM-APP-00773,sup-006,str-001,2026-07-04,2026-09-19,,356,,In-Transit
PO-0085633,PET-PET-00243,sup-076,str-001,2025-12-31,2026-01-16,2026-01-16,445,350,Delivered
PO-0085634,SLE-WEL-00285,sup-130,str-001,2026-01-11,2026-02-03,2026-02-15,251,195,Delivered
PO-0085635,APP-WOM-01315,sup-111,str-001,2026-06-30,2026-07-23,2026-07-23,175,170,Delivered
PO-0085636,BAB-MAT-00230,sup-143,str-001,2026-07-19,2026-08-30,2026-08-30,236,211,Delivered
PO-0085637,PAP-DIS-00328,sup-066,str-001,2026-02-06,2026-03-14,2026-03-14,151,115,Delivered
PO-0085638,BOO-GEN-00232,sup-013,wh-001,2026-01-18,2026-02-02,2026-02-02,146,142,Delivered
PO-0085639,GAR-OUT-00644,sup-135,wh-001,2026-02-03,2026-02-28,2026-02-28,461,340,Delivered
PO-0085640,BAG-LUG-00230,sup-160,str-001,2026-07-02,2026-07-18,2026-07-18,434,336,Delivered
PO-0085641,BEV-GEN-01014,sup-033,str-001,2025-10-15,2025-10-28,2025-10-28,73,71,Delivered
PO-0085642,SPE-ACC-00116,sup-113,str-001,2025-09-27,2025-11-10,2025-11-10,239,181,Delivered
PO-0085643,MUS-INS-00469,sup-099,wh-001,2026-06-16,2026-07-14,2026-07-14,189,170,Delivered
PO-0085644,ART-DEC-00059,sup-106,wh-001,2025-09-22,2025-10-17,2025-10-17,434,420,Delivered
PO-0085645,BAK-CON-00129,sup-179,wh-001,2026-02-18,2026-02-19,2026-02-19,401,384,Delivered
PO-0085646,CON-ELE-00431,sup-009,str-001,2026-01-11,2026-02-19,2026-03-02,287,256,Delivered
PO-0085647,COM-MOB-00239,sup-137,wh-001,2026-05-26,2026-07-21,2026-07-21,444,413,Delivered
PO-0085648,SEW-TEX-00321,sup-106,str-001,2026-04-28,2026-05-16,2026-05-16,419,399,Delivered
PO-0085649,HEA-WEL-00165,sup-143,wh-001,2026-06-05,2026-06-23,2026-06-29,359,90,Delivered
PO-0085650,DAI-REF-00164,sup-129,wh-001,2026-09-13,2026-09-16,,328,,In-Transit
PO-0085651,BAB-MAT-00060,sup-090,wh-001,2026-06-02,2026-07-14,2026-07-14,276,224,Delivered
PO-0085652,HOM-APP-00568,sup-157,wh-001,2026-02-18,2026-05-06,2026-05-06,303,298,Delivered
PO-0085653,FRE-PRO-00917,sup-179,wh-001,2026-08-15,2026-08-16,2026-08-16,277,271,Delivered
PO-0085654,FLO-FLO-00063,sup-143,str-001,2025-10-09,2025-11-05,2025-11-05,235,198,Delivered
PO-0085655,APP-MEN-00178,sup-116,str-001,2025-12-28,2026-01-11,2026-01-21,219,179,Delivered
PO-0085656,JEW-GEN-00281,sup-100,str-001,2026-09-12,2026-10-05,,223,,In-Transit
PO-0085657,SPO-FIT-00594,sup-090,str-001,2026-08-04,2026-09-16,,433,,In-Transit
PO-0085658,BEV-GEN-01090,sup-053,wh-001,2026-04-12,2026-04-25,2026-04-25,97,69,Delivered
PO-0085659,BAK-CON-00726,sup-031,str-001,2026-01-31,2026-02-01,2026-02-01,459,407,Delivered
PO-0085660,SPE-PRO-00544,sup-054,wh-001,2026-02-22,2026-04-08,2026-04-08,86,81,Delivered
PO-0085661,BAK-CON-01092,sup-114,wh-001,2025-11-11,2025-11-12,2025-11-22,207,163,Delivered
PO-0085662,HOU-CLE-00394,sup-035,wh-001,2026-04-21,2026-06-02,2026-06-02,427,321,Delivered
PO-0085663,PLU-BUI-00223,sup-088,wh-001,2026-08-19,2026-09-25,,489,,In-Transit
PO-0085664,MUS-INS-00215,sup-127,str-001,2026-09-02,2026-09-30,,134,,In-Transit
PO-0085665,GRO-FOO-00647,sup-065,wh-001,2026-04-01,2026-04-16,2026-04-16,282,229,Delivered
PO-0085666,PAC-SHI-00150,sup-025,str-001,2026-07-24,2026-08-25,2026-09-03,394,363,Delivered
PO-0085667,SPO-FIT-00764,sup-185,wh-001,2026-04-15,2026-05-28,2026-05-28,90,80,Delivered
PO-0085668,BAG-LUG-00054,sup-086,str-001,2026-04-11,2026-04-27,2026-04-27,222,210,Delivered
PO-0085669,ART-DEC-00187,sup-182,str-001,2026-06-27,2026-07-22,2026-07-22,460,438,Delivered
PO-0085670,ART-DEC-00192,sup-127,wh-001,2026-04-17,2026-05-12,2026-05-12,346,340,Delivered
PO-0085671,SER-SOL-00228,sup-048,str-001,2025-12-23,2026-01-11,2026-01-11,154,144,Delivered
PO-0085672,PER-CAR-00513,sup-066,wh-001,2026-01-17,2026-02-11,2026-02-13,251,205,Delivered
PO-0085673,COM-MOB-00359,sup-022,str-001,2026-02-20,2026-04-17,2026-04-17,305,103,Delivered
PO-0085674,OFF-BUS-00112,sup-027,str-001,2026-08-06,2026-09-03,2026-09-03,248,207,Delivered
PO-0085675,BIC-PER-00338,sup-143,wh-001,2026-04-04,2026-05-10,2026-05-10,132,115,Delivered
PO-0085676,SER-SOL-00602,sup-119,wh-001,2026-05-27,2026-06-15,2026-06-15,136,107,Delivered
PO-0085677,FRO-REA-00128,sup-076,str-001,2026-03-09,2026-03-18,2026-03-18,359,73,Delivered
PO-0085678,PET-PET-00398,sup-011,wh-001,2026-04-19,2026-05-05,2026-05-05,83,74,Delivered
PO-0085679,BEV-GEN-00093,sup-186,str-001,2025-09-24,2025-10-07,2025-10-07,120,118,Delivered
PO-0085680,APP-MEN-00957,sup-029,str-001,2025-12-24,2026-01-07,2026-01-07,484,343,Delivered
PO-0085681,BEV-GEN-01084,sup-008,wh-001,2026-08-24,2026-09-06,2026-09-06,144,123,Delivered
PO-0085682,APP-WOM-01553,sup-151,str-001,2026-02-26,2026-03-21,2026-04-02,457,399,Delivered
PO-0085683,APP-WOM-00976,sup-030,str-001,2025-11-27,2025-12-20,2025-12-20,130,112,Delivered
PO-0085684,APP-CHI-00577,sup-001,wh-001,2026-04-28,2026-05-27,2026-05-27,348,331,Delivered
PO-0085685,BIC-PER-00393,sup-182,wh-001,2026-02-11,2026-03-19,2026-03-19,400,377,Delivered
PO-0085686,PLU-BUI-00035,sup-172,str-001,2025-10-11,2025-11-17,2025-11-17,431,425,Delivered
PO-0085687,SMA-HOM-00069,sup-018,str-001,2026-01-29,2026-04-23,2026-04-23,299,247,Delivered
PO-0085688,REL-CUL-00252,sup-130,str-001,2025-10-10,2025-11-06,2025-11-06,389,305,Delivered
PO-0085689,FLO-FLO-00023,sup-054,wh-001,2026-09-09,2026-10-06,,257,,In-Transit
PO-0085690,FOO-BEV-00336,sup-079,wh-001,2026-07-24,2026-07-26,2026-07-26,235,232,Delivered
PO-0085691,STA-OFF-00184,sup-013,str-001,2026-02-10,2026-03-20,2026-03-20,95,89,Delivered
PO-0085692,PET-PET-00182,sup-181,str-001,2025-11-06,2025-11-22,2025-12-03,245,167,Delivered
PO-0085693,GRO-FOO-00062,sup-050,str-001,2025-10-15,2025-10-30,2025-10-30,242,237,Delivered
PO-0085694,CON-ELE-00293,sup-047,wh-001,2026-06-17,2026-07-26,2026-08-05,332,287,Delivered
PO-0085695,DIG-NON-00067,sup-106,str-001,2025-10-08,2025-10-22,2025-10-27,145,45,Delivered
PO-0085696,FAS-ACC-00624,sup-132,wh-001,2026-07-03,2026-08-09,2026-08-09,371,307,Delivered
PO-0085697,SOL-SUS-00175,sup-027,wh-001,2025-12-14,2026-01-21,2026-01-21,336,307,Delivered
PO-0085698,PLU-BUI-00343,sup-185,wh-001,2026-02-01,2026-03-10,2026-03-20,184,146,Delivered
PO-0085699,BEA-COS-01129,sup-013,wh-001,2026-05-21,2026-06-17,2026-06-17,334,332,Delivered
PO-0085700,COM-MOB-00845,sup-009,wh-001,2026-05-28,2026-07-23,2026-07-28,414,109,Delivered
PO-0085701,MEA-SEA-00393,sup-049,wh-001,2026-01-24,2026-01-26,2026-01-26,484,447,Delivered
PO-0085702,PAC-SHI-00106,sup-088,wh-001,2026-04-21,2026-05-23,2026-05-23,452,440,Delivered
PO-0085703,PAR-CEL-00317,sup-013,wh-001,2026-01-19,2026-02-17,2026-02-17,67,66,Delivered
PO-0085704,BEA-COS-01151,sup-094,str-001,2026-03-14,2026-04-10,2026-04-10,279,251,Delivered
PO-0085705,TOY-GEN-00011,sup-173,str-001,2025-09-28,2025-11-12,2025-11-24,150,118,Delivered
PO-0085706,SLE-WEL-00138,sup-013,wh-001,2026-08-31,2026-09-23,,423,,In-Transit
PO-0085707,FOO-BEV-00074,sup-034,str-001,2026-06-05,2026-06-07,2026-06-07,451,409,Delivered
PO-0085708,KIT-DIN-00538,sup-143,wh-001,2026-05-31,2026-06-27,2026-06-29,288,256,Delivered
PO-0085709,SPO-FIT-00620,sup-063,str-001,2026-05-07,2026-06-19,2026-06-24,226,181,Delivered
PO-0085710,GIF-LIF-00018,sup-088,wh-001,2026-05-18,2026-06-02,2026-06-10,245,243,Delivered
PO-0085711,REL-CUL-00281,sup-071,str-001,2026-03-09,2026-04-05,2026-04-05,107,51,Delivered
PO-0085712,GIF-LIF-00152,sup-094,wh-001,2025-12-28,2026-01-12,2026-01-12,233,222,Delivered
PO-0085713,GRO-FOO-00456,sup-196,str-001,2026-03-08,2026-03-23,2026-04-06,332,256,Delivered
PO-0085714,HOM-APP-00448,sup-016,str-001,2026-09-09,2026-11-25,,422,,In-Transit
PO-0085715,BAB-MAT-00266,sup-013,str-001,2026-07-04,2026-08-15,2026-08-15,85,79,Delivered
PO-0085716,SPO-FIT-00749,sup-025,str-001,2025-10-29,2025-12-11,2025-12-11,396,361,Delivered
PO-0085717,HOM-APP-00634,sup-102,str-001,2025-12-21,2026-03-08,2026-03-08,276,269,Delivered
PO-0085718,APP-CHI-00567,sup-144,str-001,2026-06-23,2026-07-22,2026-07-22,421,347,Delivered
PO-0085719,HOB-ART-00533,sup-094,str-001,2025-10-11,2025-11-05,2025-11-05,423,373,Delivered
PO-0085720,APP-WOM-01251,sup-154,wh-001,2026-08-15,2026-09-07,2026-09-07,333,278,Delivered
PO-0085721,ART-DEC-00064,sup-037,str-001,2026-09-14,2026-10-09,,236,,In-Transit
PO-0085722,FRE-PRO-00883,sup-083,str-001,2026-04-17,2026-04-18,2026-04-18,75,74,Delivered
PO-0085723,DAI-REF-00188,sup-055,wh-001,2026-04-12,2026-04-15,2026-04-15,145,139,Delivered
PO-0085724,APP-WOM-01035,sup-149,wh-001,2026-08-15,2026-09-07,2026-09-21,358,349,Delivered
PO-0085725,TRA-PRO-00011,sup-090,str-001,2026-08-27,2026-10-05,,421,,In-Transit
PO-0085726,GAM-PUZ-00496,sup-025,str-001,2026-02-13,2026-03-08,2026-03-08,57,53,Delivered
PO-0085727,GAR-OUT-00554,sup-037,wh-001,2026-07-21,2026-08-15,2026-08-15,142,140,Delivered
PO-0085728,CON-ELE-00106,sup-074,str-001,2026-04-05,2026-05-14,2026-05-14,179,150,Delivered
PO-0085729,FUR-GEN-00769,sup-188,wh-001,2025-10-03,2025-11-11,2025-11-11,412,389,Delivered
PO-0085730,AUT-GEN-00087,sup-182,str-001,2026-02-22,2026-03-24,2026-03-24,459,158,Delivered
PO-0085731,BAB-MAT-00513,sup-153,wh-001,2026-04-30,2026-06-11,2026-06-23,225,198,Delivered
PO-0085732,PET-PET-00699,sup-191,str-001,2026-08-09,2026-08-25,2026-08-25,139,113,Delivered
PO-0085733,FOO-GEN-01310,sup-131,str-001,2026-05-09,2026-06-16,2026-06-16,234,187,Delivered
PO-0085734,PER-CAR-00674,sup-162,wh-001,2026-05-27,2026-06-21,2026-06-21,107,101,Delivered
PO-0085735,GRO-FOO-01682,sup-195,str-001,2026-01-09,2026-01-24,2026-01-24,339,306,Delivered
PO-0085736,FLO-FLO-00245,sup-143,str-001,2025-11-12,2025-12-09,2025-12-23,147,131,Delivered
PO-0085737,APP-WOM-01189,sup-190,wh-001,2026-06-27,2026-07-20,2026-07-20,154,147,Delivered
PO-0085738,APP-MEN-01216,sup-197,str-001,2026-07-24,2026-08-07,2026-08-07,474,234,Delivered
PO-0085739,BAB-MAT-00154,sup-100,wh-001,2026-06-15,2026-07-27,2026-07-27,180,142,Delivered
PO-0085740,PLU-BUI-00335,sup-013,str-001,2026-01-30,2026-03-08,2026-03-08,102,94,Delivered
PO-0085741,PAR-CEL-00349,sup-185,str-001,2026-06-16,2026-07-15,2026-07-15,54,45,Delivered
PO-0085742,SNA-GEN-00418,sup-196,wh-001,2025-12-13,2025-12-20,2025-12-20,171,127,Delivered
PO-0085743,APP-CHI-00262,sup-116,str-001,2025-10-27,2025-11-25,2025-11-25,320,271,Delivered
PO-0085744,PAP-DIS-00104,sup-099,str-001,2026-01-02,2026-02-07,2026-02-07,202,186,Delivered
PO-0085745,FRO-REA-00079,sup-126,wh-001,2025-09-21,2025-09-30,2025-09-30,106,104,Delivered
PO-0085746,PET-PET-00641,sup-080,wh-001,2026-08-14,2026-08-30,2026-09-09,145,138,Delivered
PO-0085747,PAI-DEC-00159,sup-135,str-001,2026-03-07,2026-04-14,2026-04-14,249,186,Delivered
PO-0085748,FOO-GEN-00528,sup-197,wh-001,2026-04-21,2026-05-29,2026-06-08,422,378,Delivered
PO-0085749,GRO-FOO-00162,sup-196,str-001,2026-06-06,2026-06-21,2026-06-26,407,301,Delivered
PO-0085750,SOL-SUS-00022,sup-110,str-001,2025-12-05,2026-01-12,2026-01-12,136,122,Delivered
PO-0085751,PAC-SHI-00328,sup-143,str-001,2026-06-24,2026-07-26,2026-07-26,381,68,Delivered
PO-0085752,SLE-WEL-00098,sup-119,wh-001,2026-06-03,2026-06-26,2026-06-27,292,228,Delivered
PO-0085753,GRO-FOO-00458,sup-093,str-001,2026-05-15,2026-05-30,2026-05-30,400,368,Delivered
PO-0085754,SNA-GEN-00210,sup-175,str-001,2026-03-30,2026-04-06,2026-04-19,263,221,Delivered
PO-0085755,BEA-COS-00561,sup-064,str-001,2026-01-17,2026-02-13,2026-02-13,116,92,Delivered
PO-0085756,SEW-TEX-00368,sup-088,wh-001,2026-03-14,2026-04-01,2026-04-10,424,401,Delivered
PO-0085757,GRO-FOO-02645,sup-193,wh-001,2026-01-23,2026-02-07,2026-02-07,230,224,Delivered
PO-0085758,KIT-DIN-00460,sup-162,wh-001,2026-03-21,2026-04-17,2026-04-17,99,98,Delivered
PO-0085759,SOL-SUS-00251,sup-025,wh-001,2025-11-20,2025-12-28,2025-12-28,491,445,Delivered
PO-0085760,APP-CHI-00743,sup-045,wh-001,2026-06-23,2026-07-22,2026-07-22,342,284,Delivered
PO-0085761,MUS-INS-00546,sup-122,str-001,2025-10-19,2025-11-16,2025-11-16,187,158,Delivered
PO-0085762,FES-SEA-01063,sup-063,wh-001,2025-10-16,2025-11-04,2025-11-04,240,24,Delivered
PO-0085763,APP-WOM-00396,sup-029,str-001,2026-06-14,2026-07-07,2026-07-07,261,183,Delivered
PO-0085764,DIG-NON-00307,sup-127,wh-001,2026-01-11,2026-01-25,2026-01-25,410,390,Delivered
PO-0085765,BAG-LUG-00563,sup-069,wh-001,2026-06-21,2026-07-07,2026-07-15,209,161,Delivered
PO-0085766,HOB-ART-00195,sup-017,wh-001,2026-02-27,2026-03-24,2026-03-24,250,241,Delivered
PO-0085767,AUT-GEN-00515,sup-106,str-001,2025-10-05,2025-11-04,2025-11-04,290,276,Delivered
PO-0085768,GRO-FOO-00484,sup-121,str-001,2026-03-31,2026-04-15,2026-04-15,78,66,Delivered
PO-0085769,PRE-LUX-00011,sup-173,wh-001,2026-05-02,2026-06-05,2026-06-05,54,44,Delivered
PO-0085770,STA-OFF-00139,sup-172,wh-001,2026-07-31,2026-09-07,2026-09-07,124,118,Delivered
PO-0085771,ENT-MED-00084,sup-143,str-001,2026-02-13,2026-03-06,2026-03-06,218,190,Delivered
PO-0085772,GRO-FOO-00219,sup-093,wh-001,2025-10-19,2025-11-03,2025-11-03,247,241,Delivered
PO-0085773,GAR-OUT-00461,sup-089,str-001,2026-01-19,2026-02-13,2026-02-13,105,78,Delivered
PO-0085774,PET-PET-00695,sup-044,str-001,2026-02-12,2026-02-28,2026-03-01,229,174,Delivered
PO-0085775,TOY-GEN-00010,sup-106,str-001,2026-04-04,2026-05-19,2026-05-19,470,467,Delivered
PO-0085776,HOM-APP-00726,sup-102,wh-001,2026-01-04,2026-03-22,2026-03-22,325,320,Delivered
PO-0085777,OFF-BUS-00270,sup-142,wh-001,2025-10-18,2025-11-15,2025-11-15,491,453,Delivered
PO-0085778,PET-PET-00146,sup-011,str-001,2025-12-11,2025-12-27,2026-01-10,404,362,Delivered
PO-0085779,FOO-GEN-00374,sup-052,wh-001,2026-04-02,2026-05-10,2026-05-10,498,453,Delivered
PO-0085780,ELE-LIG-00315,sup-090,str-001,2026-05-24,2026-06-20,2026-06-20,272,230,Delivered
PO-0085781,HOU-CLE-00414,sup-113,str-001,2026-02-05,2026-03-19,2026-03-19,106,76,Delivered
PO-0085782,FRE-PRO-00942,sup-155,wh-001,2026-05-01,2026-05-02,2026-05-02,128,113,Delivered
PO-0085783,BAB-MAT-00385,sup-099,str-001,2025-11-26,2026-01-07,2026-01-07,477,447,Delivered
PO-0085784,AUT-GEN-00705,sup-048,str-001,2025-12-18,2026-01-17,2026-01-17,227,210,Delivered
PO-0085785,FES-SEA-00371,sup-130,str-001,2025-12-29,2026-01-17,2026-01-17,406,95,Delivered
PO-0085786,PER-CAR-00861,sup-127,str-001,2026-08-26,2026-09-20,,248,,In-Transit
PO-0085787,FLO-FLO-00293,sup-071,str-001,2026-06-19,2026-07-16,2026-07-16,355,314,Delivered
PO-0085788,FOO-GEN-00649,sup-038,str-001,2025-11-24,2026-01-01,2026-01-01,399,376,Delivered
PO-0085789,HOB-ART-00472,sup-142,str-001,2026-07-08,2026-08-02,2026-08-02,398,383,Delivered
PO-0085790,BAK-CON-00607,sup-179,wh-001,2026-07-05,2026-07-06,2026-07-06,326,312,Delivered
PO-0085791,APP-CHI-00675,sup-046,str-001,2025-12-10,2026-01-08,2026-01-08,337,272,Delivered
PO-0085792,GRO-FOO-01639,sup-093,str-001,2026-03-16,2026-03-31,2026-03-31,207,204,Delivered
PO-0085793,FAS-ACC-00809,sup-059,wh-001,2026-01-25,2026-03-03,2026-03-03,285,223,Delivered
PO-0085794,HOM-APP-00706,sup-005,wh-001,2025-12-28,2026-03-15,2026-03-15,138,106,Delivered
PO-0085795,BOO-GEN-00614,sup-094,str-001,2026-01-14,2026-01-29,2026-01-29,458,402,Delivered
PO-0085796,FOO-BEV-00028,sup-161,str-001,2026-05-05,2026-05-07,2026-05-09,365,349,Delivered
PO-0085797,FRE-PRO-01545,sup-078,wh-001,2025-10-25,2025-10-26,2025-10-26,285,97,Delivered
PO-0085798,FOO-GEN-01370,sup-187,wh-001,2026-06-16,2026-07-24,2026-07-24,468,439,Delivered
PO-0085799,HOB-ART-00123,sup-122,wh-001,2026-08-09,2026-09-03,2026-09-03,220,180,Delivered
PO-0085800,COM-MOB-00427,sup-133,wh-001,2025-10-09,2025-12-04,2025-12-04,59,11,Delivered
PO-0085801,PER-CAR-00225,sup-100,wh-001,2025-10-23,2025-11-17,2025-11-22,495,426,Delivered
PO-0085802,BEV-GEN-00991,sup-065,str-001,2026-08-02,2026-08-15,2026-08-15,155,125,Delivered
PO-0085803,FES-SEA-00655,sup-153,str-001,2026-04-13,2026-05-02,2026-05-06,221,97,Delivered
PO-0085804,PAC-SHI-00226,sup-089,wh-001,2025-11-06,2025-12-08,2025-12-20,140,105,Delivered
PO-0085805,ENT-EXP-00323,sup-064,str-001,2026-06-13,2026-06-27,2026-06-27,270,218,Delivered
PO-0085806,GAR-OUT-00409,sup-094,str-001,2026-04-09,2026-05-04,2026-05-04,450,410,Delivered
PO-0085807,SAF-SEC-00134,sup-099,str-001,2026-07-13,2026-08-25,2026-08-25,146,136,Delivered
PO-0085808,PER-CAR-00576,sup-173,wh-001,2026-09-07,2026-10-02,,397,,In-Transit
PO-0085809,FRE-PRO-01159,sup-128,wh-001,2026-02-12,2026-02-13,2026-02-13,268,237,Delivered
PO-0085810,BEV-GEN-00680,sup-068,wh-001,2026-06-17,2026-06-30,2026-06-30,96,95,Delivered
PO-0085811,APP-CHI-00893,sup-171,str-001,2026-09-11,2026-10-10,,217,,In-Transit
PO-0085812,BAK-CON-00596,sup-124,str-001,2026-03-24,2026-03-25,2026-03-25,418,405,Delivered
PO-0085813,HOU-CLE-00395,sup-135,wh-001,2026-03-15,2026-04-26,2026-04-26,380,303,Delivered
PO-0085814,HOM-APP-00641,sup-108,str-001,2026-06-25,2026-09-10,2026-09-10,427,413,Delivered
PO-0085815,SNA-GEN-00438,sup-175,wh-001,2025-11-28,2025-12-05,2025-12-07,182,158,Delivered
PO-0085816,PER-CAR-00788,sup-094,str-001,2025-11-04,2025-11-29,2025-11-29,294,272,Delivered
PO-0085817,SER-SOL-00891,sup-173,wh-001,2026-03-08,2026-03-27,2026-03-27,342,270,Delivered
PO-0085818,PAR-CEL-00297,sup-125,wh-001,2026-06-19,2026-07-18,2026-07-18,385,370,Delivered
PO-0085819,ELE-LIG-00037,sup-099,wh-001,2026-01-05,2026-02-01,2026-02-01,435,396,Delivered
PO-0085820,SER-SOL-00829,sup-153,wh-001,2025-11-08,2025-11-27,2025-11-27,65,56,Delivered
PO-0085821,BAG-LUG-00415,sup-069,str-001,2026-02-10,2026-02-26,2026-02-26,292,240,Delivered
